id,bucket,source,disposition,category,headword,pos,ua,definitionUa,rationale,confidence,reviewer_agree
SB-1353,d_clean,clean-pool,clean,,occur,word family,відбуватися; траплятися,Відбутися або мати місце.,,medium,
SB-1354,d_clean,clean-pool,clean,,percent,word family,відсоток,"На кожну сотню (використовується з попереднім числівником для утворення іменника, що виражає пропорцію).",,medium,
SB-1356,d_clean,clean-pool,clean,,policy,word family,політика; стратегічний курс,"Принцип поведінки, який суб’єкт (уряд, організація тощо) застосовує або прагне дотримуватися, особливо якщо формально виражено авторитетним органом.",,medium,
SB-1357,d_clean,clean-pool,clean,,principle,word family,принцип,Фундаментальне припущення або керівне переконання.,,medium,
SB-1358,d_clean,clean-pool,clean,,procedure,word family,процедура,Конкретний спосіб виконання завдання.,,medium,
SB-1359,d_clean,clean-pool,clean,,process,word family,процес; обробляти,"Низка подій, що призводять до результату або продукту.",,medium,
SB-1361,d_clean,clean-pool,clean,,research,word family,дослідження; досліджувати,"Старанне розслідування або перевірка з метою пошуку або перегляду фактів, принципів, теорій, застосувань тощо (які наразі доступні або знайомі).",,medium,
SB-1363,d_clean,clean-pool,clean,,role,word family,роль,Очікувана поведінка індивіда в суспільстві.,,medium,
SB-1366,d_clean,clean-pool,clean,,significant,word family,значний; суттєвий,Має помітний або великий ефект.,,medium,
SB-1368,d_clean,clean-pool,clean,,source,word family,джерело,"Особа, місце або предмет, звідки щось (інформація, товари тощо) надходить або отримується.",,medium,
SB-1369,d_clean,clean-pool,clean,,specific,word family,конкретний; специфічний,Явний або певний.,,medium,
SB-1370,d_clean,clean-pool,clean,,structure,word family,структура; структурувати,"Згуртоване ціле, що складається з окремих частин.",,medium,
SB-1371,d_clean,clean-pool,clean,,theory,word family,теорія,"Послідовне твердження або набір ідей, які пояснюють спостережувані факти чи явища та правильно передбачають нові факти чи явища, які раніше не спостерігалися, або які встановлюють закони та принципи чогось відомого чи спос...",,medium,
SB-1373,d_clean,clean-pool,clean,,achieve,word family,досягти,Успішно виконувати; виконати.,,medium,
SB-1374,d_clean,clean-pool,clean,,administration,word family,адміністрування,Акт адміністрування; управління громадськими справами; надані послуги або взяті на себе обов'язки у веденні справ; ведення будь-якої посади чи роботи; напрямок.,,medium,
SB-1375,d_clean,clean-pool,clean,,affect,word family,впливати,Впливати або змінювати.,,medium,
SB-1377,d_clean,clean-pool,clean,,aspects,word family,аспекти,"Будь-яка конкретна особливість, частина або елемент чогось.",,medium,
SB-1379,d_clean,clean-pool,clean,,categories,word family,категорії,"Групи, до яких об’єднують речі з подібними властивостями.",,medium,
SB-1380,d_clean,clean-pool,clean,,chapter,word family,розділ,"Один із основних розділів, на який поділяється опублікований твір, особливо книга.",,medium,
SB-1381,d_clean,clean-pool,clean,,commission,word family,комісія,"Комісія, яку стягує агент або брокер за здійснення операції.",,medium,
SB-1382,d_clean,clean-pool,clean,,community,word family,громада,"Група, що має спільні характеристики, такі як одна мова, закон, релігія чи традиція.",,medium,
SB-1384,d_clean,clean-pool,clean,,computer,word family,комп'ютер,"Програмований електронний пристрій, який виконує математичні обчислення та логічні операції, особливо той, який може дуже швидко обробляти, зберігати та отримувати великі обсяги даних;",,medium,
SB-1385,d_clean,clean-pool,clean,,conclusion,word family,висновок,"Кінець, завершення, закриття або остання частина чогось.",,medium,
SB-1386,d_clean,clean-pool,clean,,conduct,word family,поведінка,Поведінка; манера поводитися.,,medium,
SB-1388,d_clean,clean-pool,clean,,construction,word family,будівництво,Процес конструювання.,,medium,
SB-1391,d_clean,clean-pool,clean,,cultural,word family,культурний,Що стосується культури.,,medium,
SB-1392,d_clean,clean-pool,clean,,design,word family,дизайн,"План (з більшою чи меншою кількістю деталей) структури та функцій артефакту, будівлі чи системи.",,medium,
SB-1394,d_clean,clean-pool,clean,,evaluation,word family,оцінка,"Оцінка, як-от щорічна перевірка продуктивності персоналу, яка використовується як основа для підвищення зарплати чи премії, або короткий опис конкретної ситуації.",,medium,
SB-1397,d_clean,clean-pool,clean,,focus,word family,фокус,Концентрація уваги.,,medium,
SB-1398,d_clean,clean-pool,clean,,impact,word family,вплив,Значний або сильний вплив чи ефект.,,medium,
SB-1399,d_clean,clean-pool,clean,,injury,word family,травма,Пошкодження тіла живої істоти.,,medium,
SB-1400,d_clean,clean-pool,clean,,institute,word family,інститут,"Організація, заснована для просування справи",,medium,
SB-1401,d_clean,clean-pool,clean,,investment,word family,інвестиції,Розміщення капіталу в очікуванні отримання доходу чи прибутку від його використання чи підвищення вартості.,,medium,
SB-1403,d_clean,clean-pool,clean,,journal,word family,журнал,Періодичне видання з академічними чи професійними статтями; також особистий щоденник.,,medium,
SB-1405,d_clean,clean-pool,clean,,obtained,word family,отримано,"Отриманий, здобутий або набутий певним способом.",,medium,
SB-1410,d_clean,clean-pool,clean,,previous,word family,попередній,"попередній; що відбувається перед чимось іншим, у часі чи порядку.",,medium,
SB-1411,d_clean,clean-pool,clean,,primary,word family,первинний,Перший або найраніший у групі чи серії.,,medium,
SB-1414,d_clean,clean-pool,clean,,region,word family,область,"Будь-яка значна і зв'язана частина простору або поверхні; зокрема, ділянка землі чи моря значної, але невизначеної протяжності; країна; район;",,medium,
SB-1415,d_clean,clean-pool,clean,,regulations,word family,нормативні акти,"Закон або адміністративне правило, видане організацією, яке використовується для керівництва чи приписування поведінки членів цієї організації.",,medium,
SB-1418,d_clean,clean-pool,clean,,resources,word family,ресурси,"Щось, що використовується для досягнення мети, напр. сировини або персоналу.",,medium,
SB-1422,d_clean,clean-pool,clean,,select,word family,вибрати,"Вибрати один або кілька елементів набору, особливо набору опцій.",,medium,
SB-1424,d_clean,clean-pool,clean,,strategies,word family,стратегії,"План дій, спрямований на досягнення конкретної мети.",,medium,
SB-1430,d_clean,clean-pool,clean,,circumstances,word family,обставини,"Умови та факти, які впливають на ситуацію або подію.",,medium,
SB-1431,d_clean,clean-pool,clean,,comments,word family,коментарі,Усне або письмове зауваження.,,medium,
SB-1432,d_clean,clean-pool,clean,,components,word family,компоненти,"Менша самодостатня частина більшої сутності. Часто стосується виготовленого об’єкта, який є частиною більшого пристрою.",,medium,
SB-1434,d_clean,clean-pool,clean,,constant,word family,постійний,Незмінний у часі чи просторі; постійний.,,medium,
SB-1436,d_clean,clean-pool,clean,,contribution,word family,внесок,"Щось дане або запропоноване, що додає до більшого цілого.",,medium,
SB-1438,d_clean,clean-pool,clean,,core,word family,ядро,У загальному вживанні суттєва частина речі в оточенні інших істотних речей.,,medium,
SB-1439,d_clean,clean-pool,clean,,corporate,word family,корпоративний,Що стосується корпорації.,,medium,
SB-1442,d_clean,clean-pool,clean,,demonstrate,word family,продемонструвати,"Показувати, демонструвати або представляти; довести або зробити очевидним",,medium,
SB-1443,d_clean,clean-pool,clean,,document,word family,документ,"Оригінал або офіційний документ, який використовується як основа, доказ або підтримка будь-чого іншого, включаючи будь-який письмовий документ, книгу чи інший документ, що передає інформацію, що має відношення до такого до...",,medium,
SB-1445,d_clean,clean-pool,clean,,emphasis,word family,наголос,"Особлива вага чи сила, що надається чомусь, що вважається важливим.",,medium,
SB-1450,d_clean,clean-pool,clean,,illustrated,word family,ілюстрований,Містить ілюстрації.,,medium,
SB-1451,d_clean,clean-pool,clean,,immigration,word family,імміграція,"Акт імміграції; переїзд або в'їзд до країни, у якій людина не народилася, з метою постійного проживання.",,medium,
SB-1452,d_clean,clean-pool,clean,,implies,word family,передбачає,Пропонується без прямого вказівки; причетні або натякані.,,medium,
SB-1455,d_clean,clean-pool,clean,,interaction,word family,взаємодія,Розмова або обмін між людьми.,,medium,
SB-1456,d_clean,clean-pool,clean,,layer,word family,шар,"Одна товщина якогось матеріалу, що покриває поверхню.",,medium,
SB-1457,d_clean,clean-pool,clean,,link,word family,посилання,"Зв’язок між місцями, людьми, подіями, речами чи ідеями.",,medium,
SB-1458,d_clean,clean-pool,clean,,location,word family,розташування,Конкретна точка або місце у фізичному просторі.,,medium,
SB-1459,d_clean,clean-pool,clean,,maximum,word family,максимум,Найвища межа.,,medium,
SB-1461,d_clean,clean-pool,clean,,negative,word family,негативний,Не позитивний або нейтральний; поганий; небажаний; несприятливий.,,medium,
SB-1462,d_clean,clean-pool,clean,,outcomes,word family,результати,"Те, що виробляється або відбувається в результаті події чи процесу.",,medium,
SB-1463,d_clean,clean-pool,clean,,partnership,word family,партнерство,Об’єднання двох або більше осіб для ведення бізнесу.,,medium,
SB-1464,c_known_open,known-open-confirmation,P1,semantic-pedagogical-error,philosophy,word family,філософія,"Академічна дисципліна, яка шукає істину через міркування, а не через емпіризм, часто намагаючись надати пояснення щодо загальних понять, таких як існування та раціональність.",Falsely frames philosophy as seeking truth 'а не через емпіризм' (opposed to empiricism); empiricism is itself a philosophical stance.,medium,True
SB-1465,d_clean,clean-pool,clean,,physical,word family,фізичний,"Відноситься до світу, як його розуміють почуттями, а не розумом; матеріальний, конкретний; справжній. Має відношення до матеріального світу.",,medium,
SB-1466,d_clean,clean-pool,clean,,proportion,word family,пропорція,"Кількість чогось, що є частиною цілої суми або числа.",,medium,
SB-1468,d_clean,clean-pool,clean,,reaction,word family,реакція,Дія або твердження у відповідь на стимул або іншу подію.,,medium,
SB-1469,d_clean,clean-pool,clean,,registered,word family,зареєстрований,Внесення свого імені до офіційного списку або внесення до реєстру.,,medium,
SB-1472,d_clean,clean-pool,clean,,scheme,word family,схема,Систематичний план майбутніх дій.,,medium,
SB-1473,d_clean,clean-pool,clean,,sequence,word family,послідовність,Набір речей поруч один з одним у встановленому порядку; серія.,,medium,
SB-1476,d_clean,clean-pool,clean,,specified,word family,зазначено,Ретельно пояснено.,,medium,
SB-1477,d_clean,clean-pool,clean,,sufficient,word family,достатній,"Достатнього типу або виду, який задовольняє вимоги чи потреби.",,medium,
SB-1478,d_clean,clean-pool,clean,,task,word family,завдання,"Частина роботи, яка виконується як частина обов’язків.",,medium,
SB-1479,d_clean,clean-pool,clean,,technical,word family,технічний,Технології або пов’язані з ними.,,medium,
SB-1480,d_clean,clean-pool,clean,,techniques,word family,техніки,"Спосіб досягнення чогось або здійснення чогось, особливо такий, що вимагає певних навичок або знань.",,medium,
SB-1481,d_clean,clean-pool,clean,,technology,word family,технології,"Будь-які корисні навички чи механізми, які люди розробили чи винайшли (зокрема, у донаукові епохи).",,medium,
SB-1482,d_clean,clean-pool,clean,,volume,word family,обсяг,"Тривимірна міра простору, яка складається з довжини, ширини та висоти. Він вимірюється в одиницях кубічних сантиметрів у метричних, кубічних дюймах або кубічних футах в англійській мові.",,medium,
SB-1484,d_clean,clean-pool,clean,,adequate,word family,адекватний,Дорівнює або виконує певну вимогу.,,medium,
SB-1485,d_clean,clean-pool,clean,,annual,word family,річний,Відбувається раз на рік.,,medium,
SB-1487,d_clean,clean-pool,clean,,approximated,word family,наближений,Розраховується наближено,,medium,
SB-1491,d_clean,clean-pool,clean,,code,word family,код,"Інструкція до комп'ютера, написана мовою програмування; вхідні дані транслятора, інтерпретатора або браузера, а саме: вихідний код, машинний код, байт-код.",,medium,
SB-1493,d_clean,clean-pool,clean,,communication,word family,спілкування,Концепція або стан обміну даними чи інформацією між об’єктами.,,medium,
SB-1494,d_clean,clean-pool,clean,,concentration,word family,концентрація,"Дія, процес або здатність концентрації; процес зосередження або стан зосередженості.",,medium,
SB-1495,d_clean,clean-pool,clean,,conference,word family,конференції,"Офіційний захід, на якому науковці презентують результати своїх досліджень у промовах, семінарах, плакатах або іншими засобами.",,medium,
SB-1496,d_clean,clean-pool,clean,,contrast,word family,контраст,"Різниця між двома об’єктами, людьми чи поняттями.",,medium,
SB-1497,d_clean,clean-pool,clean,,cycle,word family,цикл,"Процес, який повертається до свого початку, а потім повторюється в тій же послідовності.",,medium,
SB-1498,d_clean,clean-pool,clean,,debate,word family,дебати,"Аргумент або дискусія, як правило, в упорядкованій або офіційній обстановці, часто за участю більше двох осіб, яка зазвичай закінчується голосуванням або іншим рішенням.",,medium,
SB-1500,d_clean,clean-pool,clean,,dimensions,word family,розміри,Вимірювані характеристики розміру; також окремі аспекти складного питання.,,medium,
SB-1502,d_clean,clean-pool,clean,,emerged,word family,виник,Прийти в поле зору.,,medium,
SB-1503,d_clean,clean-pool,clean,,error,word family,помилка,"помилка; випадкова неправильна дія або неправдива заява, зроблена не навмисно.",,medium,
SB-1507,d_clean,clean-pool,clean,,hence,word family,отже,"В результаті; отже, з цієї причини.",,medium,
SB-1508,d_clean,clean-pool,clean,,hypothesis,word family,гіпотеза,"Попереднє припущення, що пояснює спостереження, явище чи наукову проблему, яке можна перевірити шляхом подальших спостережень, досліджень або експериментів.",,medium,
SB-1509,d_clean,clean-pool,clean,,implications,word family,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,,medium,
SB-1510,d_clean,clean-pool,clean,,imposed,word family,нав'язаний,викладено авторитетно як обов'язкові,,medium,
SB-1511,d_clean,clean-pool,clean,,internal,word family,внутрішній,З або розташована всередині.,,medium,
SB-1513,d_clean,clean-pool,clean,,job,word family,робота,завдання.,,medium,
SB-1515,d_clean,clean-pool,clean,,mechanism,word family,механізм,"Будь-який механічний засіб для перетворення або керування рухом, або передачі чи керування потужністю.",,medium,
SB-1516,d_clean,clean-pool,clean,,obvious,word family,очевидний,"Легко відкрити, побачити або зрозуміти; зрозумілий сам за себе.",,medium,
SB-1518,d_clean,clean-pool,clean,,option,word family,варіант,"Один із набору варіантів, які можна зробити.",,medium,
SB-1520,d_clean,clean-pool,clean,,overall,word family,в цілому,Загалом; з урахуванням усього.,,medium,
SB-1521,d_clean,clean-pool,clean,,parallel,word family,паралельний,У всіх точках однаково віддалені один від одного.,,medium,
SB-1522,d_clean,clean-pool,clean,,parameters,word family,параметри,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",,medium,
SB-1523,d_clean,clean-pool,clean,,phase,word family,фаза,"Визначна частина послідовності або циклу, що відбувається з часом.",,medium,
SB-1524,d_clean,clean-pool,clean,,predicted,word family,передбачив,відомо заздалегідь,,medium,
SB-1525,d_clean,clean-pool,clean,,prior,word family,попередній,"Прихід раніше за порядком або часом; раніше, колишній, попередній.",,medium,
SB-1527,d_clean,clean-pool,clean,,project,word family,проект,"Запланована спроба, як правило, з конкретною метою, яка виконується в кілька кроків або етапів.",,medium,
SB-1530,d_clean,clean-pool,clean,,retained,word family,зберігається,"продовжується у вашому зберіганні, використанні чи пам’яті",,medium,
SB-1532,d_clean,clean-pool,clean,,statistics,word family,статистика,"Систематичний збір даних вимірювань або спостережень, часто пов’язаних із демографічною інформацією, такою як підрахунок населення, доходи, підрахунок населення в різному віці тощо.",,medium,
SB-1533,d_clean,clean-pool,clean,,status,word family,статус,"Стан, положення або становище людини відносно інших.",,medium,
SB-1534,d_clean,clean-pool,clean,,stress,word family,стрес,"Емоційний тиск, який відчуває людина чи інша тварина.",,medium,
SB-1536,d_clean,clean-pool,clean,,sum,word family,сума,"Величина, отримана додаванням або агрегацією.",,medium,
SB-1539,d_clean,clean-pool,clean,,academic,word family,академічний,"Належність до академії чи іншого вищого навчального закладу, наукового товариства чи організації.",,medium,
SB-1540,d_clean,clean-pool,clean,,alter,word family,змінювати,Щоб змінити форму або структуру.,,medium,
SB-1542,d_clean,clean-pool,clean,,capacity,word family,місткість,"Здатність утримувати, приймати або поглинати.",,medium,
SB-1544,d_clean,clean-pool,clean,,clause,word family,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",,medium,
SB-1545,d_clean,clean-pool,clean,,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",,medium,
SB-1546,d_clean,clean-pool,clean,,conflict,word family,конфлікт,"Зіткнення або розбіжності, часто насильницькі, між двома чи більше протиборчими групами чи особами.",,medium,
SB-1547,d_clean,clean-pool,clean,,contact,word family,контакт,Встановлення зв'язку (з).,,medium,
SB-1552,d_clean,clean-pool,clean,,entities,word family,сутності,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",,medium,
SB-1554,d_clean,clean-pool,clean,,evolution,word family,еволюція,Процес розвитку.,,medium,
SB-1555,d_clean,clean-pool,clean,,expansion,word family,розширення,"Дія, процес або випадок розширення.",,medium,
SB-1557,d_clean,clean-pool,clean,,external,word family,зовнішній,Поза чим-небудь; на зовнішній вигляд.,,medium,
SB-1558,d_clean,clean-pool,clean,,fundamental,word family,фундаментальний,Основний; надзвичайно важливо.,,medium,
SB-1559,d_clean,clean-pool,clean,,generated,word family,створений,Приводити в життя; породжувати.,,medium,
SB-1560,d_clean,clean-pool,clean,,generation,word family,покоління,"Група людей, які народилися в певний період років і члени якої можуть мати культурні стосунки один з одним.",,medium,
SB-1561,d_clean,clean-pool,clean,,image,word family,зображення,Візуальне чи інше зображення зовнішньої форми чогось у мистецтві.,,medium,
SB-1562,d_clean,clean-pool,clean,,licence,word family,ліцензія,"Офіційний дозвіл на певну діяльність, володіння або використання чогось.",,medium,
SB-1563,d_clean,clean-pool,clean,,medical,word family,медичний,Про медичну практику або пов’язану з нею.,,medium,
SB-1564,d_clean,clean-pool,clean,,mental,word family,психічний,Що стосується розуму чи конкретно повної емоційної та інтелектуальної реакції індивіда на зовнішню реальність.,,medium,
SB-1565,d_clean,clean-pool,clean,,modified,word family,змінений,змінений; змінено,,medium,
SB-1566,d_clean,clean-pool,clean,,monitoring,word family,моніторинг,"Здійснення спостереження за навколишнім середовищем чи людьми або безперервне чи регулярне спостереження за ними з метою виявлення сигналів, рухів або змін стану чи якості.",,medium,
SB-1568,d_clean,clean-pool,clean,,notion,word family,поняття,"Ментальне сприйняття всього, що можна знати, думати або уявляти; ідея, концепція.",,medium,
SB-1570,d_clean,clean-pool,clean,,perspective,word family,перспектива,"Вибір єдиного ракурсу або точки зору, з якої можна відчути, класифікувати, виміряти або кодифікувати досвід.",,medium,
SB-1573,d_clean,clean-pool,clean,,psychology,word family,психологія,Вивчення людського розуму.,,medium,
SB-1575,d_clean,clean-pool,clean,,rejected,word family,відхилено,Відхилений або не прийнятий після розгляду.,,medium,
SB-1576,d_clean,clean-pool,clean,,revenue,word family,дохід,"Загальний дохід, отриманий із певного джерела.",,medium,
SB-1579,d_clean,clean-pool,clean,,target,word family,мета,Ціль або завдання.,,medium,
SB-1580,d_clean,clean-pool,clean,,transition,word family,перехід,"Процес зміни однієї форми, стану, стилю чи місця в інше.",,medium,
SB-1582,d_clean,clean-pool,clean,,version,word family,версія,Певна форма або варіація чогось.,,medium,
SB-1585,d_clean,clean-pool,clean,,abstract,word family,анотація,Скорочення або підсумок більшої публікації.,,medium,
SB-1590,d_clean,clean-pool,clean,,attached,word family,додається,Підключений; приєднався.,,medium,
SB-1591,d_clean,clean-pool,clean,,author,word family,автор,"Автор або творець твору, особливо літературного твору; або один із творців спільного твору.",,medium,
SB-1593,d_clean,clean-pool,clean,,brief,word family,короткий,Короткочасний; відбувається швидко.,,medium,
SB-1594,d_clean,clean-pool,clean,,capable,word family,здатний,"Умілий та ефективний; наявність здібностей, необхідних для конкретного завдання; наявність бажання щось зробити; дозволяти або бути сприйнятливим до чогось.",,medium,
SB-1597,d_clean,clean-pool,clean,,diversity,word family,різноманітність,Якість різноманітності або відмінності; відмінність чи несхожість.,,medium,
SB-1598,d_clean,clean-pool,clean,,edition,word family,видання,"Повна кількість примірників твору, надрукованого та виданого за один раз.",,medium,
SB-1599,d_clean,clean-pool,clean,,enhanced,word family,посилений,"У версії або формі, яка була вдосконалена або краща за іншу стандартну форму.",,medium,
SB-1601,d_clean,clean-pool,clean,,exceed,word family,перевищувати,Виходити за (якусь межу); перевершити; бути довшим ніж.,,medium,
SB-1602,d_clean,clean-pool,clean,,expert,word family,експерт,Людина з широкими знаннями або здібностями в певній темі.,,medium,
SB-1603,d_clean,clean-pool,clean,,federal,word family,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",,medium,
SB-1606,d_clean,clean-pool,clean,,gender,word family,стать,"Ідентифікація як чоловіка, жінки чи чогось іншого та асоціація з (соціальною) роллю або набором поведінкових і культурних рис, одягу тощо; категорія, до якої за цією ознакою належить особа.",,medium,
SB-1608,d_clean,clean-pool,clean,,incentive,word family,стимул,"Щось, що мотивує, збуджує або заохочує.",,medium,
SB-1610,d_clean,clean-pool,clean,,index,word family,індекс,Алфавітний список предметів і їх розташування.,,medium,
SB-1613,d_clean,clean-pool,clean,,input,word family,введення,"Дані, що вводяться в процес, мають намір формувати чи впливати на результат цього процесу.",,medium,
SB-1614,d_clean,clean-pool,clean,,instructions,word family,інструкції,"Вказівки, які пояснюють, що або як потрібно зробити.",,medium,
SB-1615,d_clean,clean-pool,clean,,intelligence,word family,інтелект,"Здатність розуму, особливо розуміти принципи, істини, факти чи значення, здобувати знання та застосовувати їх на практиці; здатність осягати і вчитися;",,medium,
SB-1617,d_clean,clean-pool,clean,,lecture,word family,лекція,"Розмовний урок або експозиція, як правило, для групи.",,medium,
SB-1618,d_clean,clean-pool,clean,,minimum,word family,мінімум,Найменша сума.,,medium,
SB-1619,d_clean,clean-pool,clean,,motivation,word family,мотивація,Стимул або причина щось робити.,,medium,
SB-1622,d_clean,clean-pool,clean,,overseas,word family,за кордоном,"За кордон, особливо за море.",,medium,
SB-1623,d_clean,clean-pool,clean,,preceding,word family,попередній,"Відбувається до або перед чимось іншим, у часі, місці, ранзі чи послідовності.",,medium,
SB-1627,d_clean,clean-pool,clean,,subsidiary,word family,дочірнє підприємство,"Компанія, що належить материнській компанії або холдинговій компанії, також називається дочірньою компанією або дочірньою компанією.",,medium,
SB-1628,d_clean,clean-pool,clean,,tapes,word family,стрічки,Гнучкий матеріал в рулоні з липкою поверхнею з одного або обох боків; липка стрічка.,,medium,
SB-1630,d_clean,clean-pool,clean,,adults,word family,дорослі,"Особа, яка досягла повноліття.",,medium,
SB-1633,d_clean,clean-pool,clean,,chemical,word family,хімічний,З хімії або пов'язаної з нею.,,medium,
SB-1635,c_known_open,known-open-confirmation,P1,pos-morphology-mismatch,comprehensive,word family,комплексний,Широко або повністю покриває; включаючи велику частку чогось.,Adjective 'comprehensive' defined with finite verb 'покриває' (3sg 'covers'); should be adjectival.,high,genuine-defect-milder-severity
SB-1637,d_clean,clean-pool,clean,,confirmed,word family,підтверджено,Перевірено або ратифіковано.,,medium,
SB-1638,d_clean,clean-pool,clean,,converted,word family,перетворений,змінилася форма чи функція тощо.,,medium,
SB-1639,d_clean,clean-pool,clean,,couple,word family,пара,Два партнери в романтичних або сексуальних стосунках.,,medium,
SB-1640,d_clean,clean-pool,clean,,decades,word family,десятиліть,Періоди тривалістю по десять років.,,medium,
SB-1641,d_clean,clean-pool,clean,,definite,word family,певний,Без жодних сумнівів.,,medium,
SB-1642,d_clean,clean-pool,clean,,deny,word family,заперечувати,"Стверджувати, що щось неправда.",,medium,
SB-1644,d_clean,clean-pool,clean,,eliminate,word family,ліквідувати,"Повністю прибрати, позбутися, покінчити.",,medium,
SB-1645,d_clean,clean-pool,clean,,equipment,word family,обладнання,"Будь-які предмети, які використовуються для спорядження чогось або когось, наприклад речі, необхідні для експедиції чи плавання.",,medium,
SB-1646,d_clean,clean-pool,clean,,file,word family,файл,"Збірка документів, зібраних і архівованих разом.",,medium,
SB-1647,d_clean,clean-pool,clean,,finite,word family,кінцевий,"Такий, що має визначену межу, кінець або обмежену кількість.",,medium,
SB-1648,d_clean,clean-pool,clean,,foundation,word family,основа,"Те, на чому все засновано; те, на чому що-небудь стоїть і чим воно підтримується; нижній і опорний шар надбудови; підбудова.",,medium,
SB-1649,d_clean,clean-pool,clean,,global,word family,глобальний,Щодо всіх частин світу.,,medium,
SB-1650,d_clean,clean-pool,clean,,grade,word family,клас,"Виконання тесту чи іншого оцінювання, виражене цифрою, літерою чи іншим символом; оцінка.",,medium,
SB-1651,d_clean,clean-pool,clean,,guarantee,word family,гарантія,"Все, що забезпечує певний результат.",,medium,
SB-1652,d_clean,clean-pool,clean,,hierarchical,word family,ієрархічний,Що стосується ієрархії.,,medium,
SB-1653,d_clean,clean-pool,clean,,identical,word family,однакові,"Маючи повну схожість, маючи абсолютно однаковий набір характеристик; нерозрізнений.",,medium,
SB-1658,d_clean,clean-pool,clean,,media,word family,ЗМІ,Засоби та інститути публікації та трансляції інформації.,,medium,
SB-1660,d_clean,clean-pool,clean,,paradigm,word family,парадигма,"Зразок, спосіб виконання чогось; особливо модель мислення, система вірувань, концептуальна основа.",,medium,
SB-1661,d_clean,clean-pool,clean,,phenomenon,word family,явище,"Річ або істота, подія або процес, що сприймаються органами чуття; або факт чи подія цього.",,medium,
SB-1662,d_clean,clean-pool,clean,,priority,word family,пріоритет,Відносна важливість елемента.,,medium,
SB-1663,d_clean,clean-pool,clean,,prohibited,word family,заборонено,Заборонено; заборонений; недозволено.,,medium,
SB-1664,d_clean,clean-pool,clean,,publication,word family,публікація,Акт видання друкованого чи іншого видання.,,medium,
SB-1665,d_clean,clean-pool,clean,,quotation,word family,цитата,"Фрагмент людського виразу, який повторює хтось інший, наприклад, з літератури чи відомої промови.",,medium,
SB-1667,d_clean,clean-pool,clean,,somewhat,word family,дещо,В обмеженій мірі або ступені; не повністю.,,medium,
SB-1668,d_clean,clean-pool,clean,,submitted,word family,подано,"Внести або винести на затвердження, розгляд, відмітку тощо.",,medium,
SB-1669,d_clean,clean-pool,clean,,survive,word family,вижити,"Про людину, продовжувати жити; залишитися живим.",,medium,
SB-1670,d_clean,clean-pool,clean,,thesis,word family,теза,"Розгорнута наукова робота або основне твердження, яке автор обґрунтовує доказами.",,medium,
SB-1672,d_clean,clean-pool,clean,,ultimately,word family,зрештою,Зрештою; нарешті.,,medium,
SB-1675,d_clean,clean-pool,clean,,voluntary,word family,добровільний,"Робиться, дається або діє за власним бажанням.",,medium,
SB-1677,d_clean,clean-pool,clean,,accompanied,word family,у супроводі,Наявність супроводу; бути частиною групи щонайменше з двох.,,medium,
SB-1678,d_clean,clean-pool,clean,,ambiguous,word family,неоднозначний,Відкритий для багатьох інтерпретацій.,,medium,
SB-1680,d_clean,clean-pool,clean,,automatically,word family,автоматично,Автоматичним способом.,,medium,
SB-1683,d_clean,clean-pool,clean,,conformity,word family,відповідність,"Стан відповідності, дотримання набору правил, норми чи стандарту.",,medium,
SB-1686,d_clean,clean-pool,clean,,currency,word family,валюта,"Гроші чи інші предмети, які використовуються для здійснення операцій.",,medium,
SB-1688,d_clean,clean-pool,clean,,detected,word family,виявлено,Будучи поміченим.,,medium,
SB-1690,d_clean,clean-pool,clean,,displacement,word family,переміщення,Акт витіснення або стан витіснення; постановка з місця.,,medium,
SB-1692,d_clean,clean-pool,clean,,eventually,word family,зрештою,"Зрештою; пізніше, особливо після тривалого часу, серія проблем, боротьби, затримок або невдач.",,medium,
SB-1695,c_known_open,known-open-confirmation,P1,pos-morphology-mismatch,guidelines,word family,настанови,"Неконкретне правило або принцип, який забезпечує напрямок дій або поведінки.",Plural headword 'guidelines' glossed with singular 'правило/принцип'; number mismatch.,medium,genuine-defect-milder-severity
SB-1697,d_clean,clean-pool,clean,,implicit,word family,неявний,"Пропонується опосередковано, без прямого вираження.",,medium,
SB-1699,d_clean,clean-pool,clean,,inevitably,word family,неминуче,"Таким чином, якого неможливо уникнути або запобігти.",,medium,
SB-1700,d_clean,clean-pool,clean,,infrastructure,word family,інфраструктура,"Об’єкти, послуги та обладнання, необхідні для функціонування спільноти чи суспільства.",,medium,
SB-1701,d_clean,clean-pool,clean,,minimised,word family,зведений до мінімуму,"Зменшений до найнижчого можливого рівня, кількості або ступеня.",,medium,
SB-1705,d_clean,clean-pool,clean,,plus,word family,плюс,Позитивна величина.,,medium,
