id,word,pos,ua,definitionUa,source_stage,final_disposition,category,confidence,provenance,proposal_state,proposed_target,proposed_value
SB-1341,function,word family,функція; функціонувати,Що щось робить або для чого використовується.,r2-reconciliation,P1,sense-coverage,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Призначення або роль чогось; також працювати чи діяти належним чином.
SB-1342,identified,word family,визначений; ідентифікований,"Розпізнаний або визначений як конкретна особа, річ чи явище.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1345,individual,word family,окремий; індивідуальний; особа,"Людина, яку вважають самотньою, а не приналежною до групи людей.",r2-reconciliation,P1,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Окрема людина, яку розглядають не як частину групи."
SB-1346,interpretation,word family,тлумачення; інтерпретація,Акт тлумачення або пояснення чогось незрозумілого; переклад; версія.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1348,issues,word family,питання; проблеми,"Важливі питання або проблеми, які потребують обговорення чи розв’язання.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1349,labour,word family,праця; робоча сила,"Зусилля, витрачені на певне завдання; трудитися, працювати.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1350,legal,word family,правовий; юридичний,Що стосується права або юристів.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1352,method,word family,метод,"Процес, за допомогою якого виконується завдання; спосіб виконання чогось (з наступним додаванням, до або для мети процесу).",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Упорядкований спосіб або процедура виконання завдання.
SB-1353,occur,word family,відбуватися; траплятися,Відбутися або мати місце.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1354,percent,word family,відсоток,"На кожну сотню (використовується з попереднім числівником для утворення іменника, що виражає пропорцію).",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1356,policy,word family,політика; стратегічний курс,"Принцип поведінки, який суб’єкт (уряд, організація тощо) застосовує або прагне дотримуватися, особливо якщо формально виражено авторитетним органом.",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Принцип або курс дій, якого дотримується уряд чи організація, особливо коли його офіційно затверджено."
SB-1357,principle,word family,принцип,Фундаментальне припущення або керівне переконання.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1358,procedure,word family,процедура,Конкретний спосіб виконання завдання.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1359,process,word family,процес; обробляти,"Низка подій, що призводять до результату або продукту.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1361,research,word family,дослідження; досліджувати,"Старанне розслідування або перевірка з метою пошуку або перегляду фактів, принципів, теорій, застосувань тощо (які наразі доступні або знайомі).",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1363,role,word family,роль,Очікувана поведінка індивіда в суспільстві.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1366,significant,word family,значний; суттєвий,Має помітний або великий ефект.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1368,source,word family,джерело,"Особа, місце або предмет, звідки щось (інформація, товари тощо) надходить або отримується.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1369,specific,word family,конкретний; специфічний,Явний або певний.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1370,structure,word family,структура; структурувати,"Згуртоване ціле, що складається з окремих частин.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1371,theory,word family,теорія,"Послідовне твердження або набір ідей, які пояснюють спостережувані факти чи явища та правильно передбачають нові факти чи явища, які раніше не спостерігалися, або які встановлюють закони та принципи чогось відомого чи спос...",r2-reconciliation,P1,ui-truncation,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Система взаємопов’язаних ідей, що пояснює факти або явища й дає змогу робити перевірні передбачення."
SB-1373,achieve,word family,досягти,Успішно виконувати; виконати.,r2-reconciliation,P2,aspect-alignment,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Успішно досягти мети або виконати складне завдання.
SB-1374,administration,word family,адміністрування,Акт адміністрування; управління громадськими справами; надані послуги або взяті на себе обов'язки у веденні справ; ведення будь-якої посади чи роботи; напрямок.,r2-reconciliation,P1,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Процес управління установою чи справами; також орган або посадовці, які здійснюють таке управління."
SB-1375,affect,word family,впливати,Впливати або змінювати.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1377,aspects,word family,аспекти,"Будь-яка конкретна особливість, частина або елемент чогось.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Окремі особливості, частини або сторони чогось."
SB-1379,categories,word family,категорії,"Групи, до яких об’єднують речі з подібними властивостями.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1380,chapter,word family,розділ,"Один із основних розділів, на який поділяється опублікований твір, особливо книга.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1381,commission,word family,комісія,"Комісія, яку стягує агент або брокер за здійснення операції.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1382,community,word family,громада,"Група, що має спільні характеристики, такі як одна мова, закон, релігія чи традиція.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1384,computer,word family,комп'ютер,"Програмований електронний пристрій, який виконує математичні обчислення та логічні операції, особливо той, який може дуже швидко обробляти, зберігати та отримувати великі обсяги даних;",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Програмований електронний пристрій, що обробляє, зберігає й відтворює дані та виконує обчислення."
SB-1385,conclusion,word family,висновок,"Кінець, завершення, закриття або остання частина чогось.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1386,conduct,word family,поведінка,Поведінка; манера поводитися.,part1-floor,P2,semantic-scope,medium,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-1388,construction,word family,будівництво,Процес конструювання.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1391,cultural,word family,культурний,Що стосується культури.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1392,design,word family,дизайн,"План (з більшою чи меншою кількістю деталей) структури та функцій артефакту, будівлі чи системи.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1394,evaluation,word family,оцінка,"Оцінка, як-от щорічна перевірка продуктивності персоналу, яка використовується як основа для підвищення зарплати чи премії, або короткий опис конкретної ситуації.",r2-reconciliation,P1,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Систематичне визначення якості, ефективності або цінності когось чи чогось."
SB-1397,focus,word family,фокус,Концентрація уваги.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1398,impact,word family,вплив,Значний або сильний вплив чи ефект.,part1-floor,P2,circular-definition,medium,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-1399,injury,word family,травма,Пошкодження тіла живої істоти.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1400,institute,word family,інститут,"Організація, заснована для просування справи",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Організація, заснована для розвитку певної галузі, науки або суспільної справи."
SB-1401,investment,word family,інвестиції,Розміщення капіталу в очікуванні отримання доходу чи прибутку від його використання чи підвищення вартості.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1403,journal,word family,журнал,Періодичне видання з академічними чи професійними статтями; також особистий щоденник.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1405,obtained,word family,отримано,"Отриманий, здобутий або набутий певним способом.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1410,previous,word family,попередній,"попередній; що відбувається перед чимось іншим, у часі чи порядку.",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Такий, що відбувається або розташований раніше в часі чи порядку."
SB-1411,primary,word family,первинний,Перший або найраніший у групі чи серії.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1414,region,word family,область,"Будь-яка значна і зв'язана частина простору або поверхні; зокрема, ділянка землі чи моря значної, але невизначеної протяжності; країна; район;",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Значна безперервна частина території, простору або поверхні."
SB-1415,regulations,word family,нормативні акти,"Закон або адміністративне правило, видане організацією, яке використовується для керівництва чи приписування поведінки членів цієї організації.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Офіційні правила або нормативні акти, що визначають чи обмежують поведінку."
SB-1418,resources,word family,ресурси,"Щось, що використовується для досягнення мети, напр. сировини або персоналу.",r2-reconciliation,P2,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Засоби, матеріали або люди, які використовують для досягнення мети, наприклад сировина чи персонал."
SB-1422,select,word family,вибрати,"Вибрати один або кілька елементів набору, особливо набору опцій.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1424,strategies,word family,стратегії,"План дій, спрямований на досягнення конкретної мети.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Плани дій, спрямовані на досягнення конкретних цілей."
SB-1430,circumstances,word family,обставини,"Умови та факти, які впливають на ситуацію або подію.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1431,comments,word family,коментарі,Усне або письмове зауваження.,r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Усні або письмові зауваження чи пояснення.
SB-1432,components,word family,компоненти,"Менша самодостатня частина більшої сутності. Часто стосується виготовленого об’єкта, який є частиною більшого пристрою.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Окремі частини, з яких складається більша система або предмет."
SB-1434,constant,word family,постійний,Незмінний у часі чи просторі; постійний.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1436,contribution,word family,внесок,"Щось дане або запропоноване, що додає до більшого цілого.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1438,core,word family,ядро,У загальному вживанні суттєва частина речі в оточенні інших істотних речей.,r2-reconciliation,P1,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Центральна або найважливіша частина чогось.
SB-1439,corporate,word family,корпоративний,Що стосується корпорації.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1442,demonstrate,word family,продемонструвати,"Показувати, демонструвати або представляти; довести або зробити очевидним",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Показувати, представляти або доводити щось так, щоб воно стало очевидним."
SB-1443,document,word family,документ,"Оригінал або офіційний документ, який використовується як основа, доказ або підтримка будь-чого іншого, включаючи будь-який письмовий документ, книгу чи інший документ, що передає інформацію, що має відношення до такого до...",r2-reconciliation,P1,ui-truncation,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Письмовий або цифровий матеріал, що містить інформацію чи слугує офіційним записом або доказом."
SB-1445,emphasis,word family,наголос,"Особлива вага чи сила, що надається чомусь, що вважається важливим.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1450,illustrated,word family,ілюстрований,Містить ілюстрації.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1451,immigration,word family,імміграція,"Акт імміграції; переїзд або в'їзд до країни, у якій людина не народилася, з метою постійного проживання.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1452,implies,word family,передбачає,Пропонується без прямого вказівки; причетні або натякані.,r2-reconciliation,P1,voice-alignment,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Непрямо вказує на щось, не висловлюючи цього прямо."
SB-1455,interaction,word family,взаємодія,Розмова або обмін між людьми.,r2-reconciliation,P2,sense-coverage,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Взаємний вплив або обмін між людьми, об’єктами чи системами."
SB-1456,layer,word family,шар,"Одна товщина якогось матеріалу, що покриває поверхню.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1457,link,word family,посилання,"Зв’язок між місцями, людьми, подіями, речами чи ідеями.",r2-reconciliation,P1,ua-definition-consistency,high,R2 A/B reconciliation (union-defect roster),present,both,"ua: зв’язок; посилання | definitionUa: Відношення між людьми, подіями, речами чи ідеями; також гіперпосилання."
SB-1458,location,word family,розташування,Конкретна точка або місце у фізичному просторі.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1459,maximum,word family,максимум,Найвища межа.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1461,negative,word family,негативний,Не позитивний або нейтральний; поганий; небажаний; несприятливий.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1462,outcomes,word family,результати,"Те, що виробляється або відбувається в результаті події чи процесу.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Результати, що виникають унаслідок подій або процесів."
SB-1463,partnership,word family,партнерство,Об’єднання двох або більше осіб для ведення бізнесу.,r2-reconciliation,P2,sense-coverage,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Об’єднання двох або більше сторін для спільної діяльності чи мети.
SB-1464,philosophy,word family,філософія,"Академічна дисципліна, яка шукає істину через міркування, а не через емпіризм, часто намагаючись надати пояснення щодо загальних понять, таких як існування та раціональність.",part1-floor,P1,semantic-pedagogical-error,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,present,definitionUa,"Дисципліна, що за допомогою критичного міркування досліджує фундаментальні питання буття, знання, цінностей, розуму та мови."
SB-1465,physical,word family,фізичний,"Відноситься до світу, як його розуміють почуттями, а не розумом; матеріальний, конкретний; справжній. Має відношення до матеріального світу.",r2-reconciliation,P1,calque-russianism,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Пов’язаний із матеріальним світом або тілом; відчутний і конкретний.
SB-1466,proportion,word family,пропорція,"Кількість чогось, що є частиною цілої суми або числа.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1468,reaction,word family,реакція,Дія або твердження у відповідь на стимул або іншу подію.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1469,registered,word family,зареєстрований,Внесення свого імені до офіційного списку або внесення до реєстру.,r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,ua: зареєстрований | definitionUa: Офіційно внесений до реєстру або списку.
SB-1472,scheme,word family,схема,Систематичний план майбутніх дій.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1473,sequence,word family,послідовність,Набір речей поруч один з одним у встановленому порядку; серія.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1476,specified,word family,зазначено,Ретельно пояснено.,r2-reconciliation,P2,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,"ua: зазначений; визначений | definitionUa: Чітко названий, визначений або докладно пояснений."
SB-1477,sufficient,word family,достатній,"Достатнього типу або виду, який задовольняє вимоги чи потреби.",r2-reconciliation,P2,pedagogical-definition,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Такий, якого досить для задоволення вимог або потреб."
SB-1478,task,word family,завдання,"Частина роботи, яка виконується як частина обов’язків.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1479,technical,word family,технічний,Технології або пов’язані з ними.,r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Пов’язаний із технікою, технологією або спеціальними практичними знаннями."
SB-1480,techniques,word family,техніки,"Спосіб досягнення чогось або здійснення чогось, особливо такий, що вимагає певних навичок або знань.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Практичні способи виконання дії, особливо ті, що потребують навичок."
SB-1481,technology,word family,технології,"Будь-які корисні навички чи механізми, які люди розробили чи винайшли (зокрема, у донаукові епохи).",r2-reconciliation,P2,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,ua,технологія
SB-1482,volume,word family,обсяг,"Тривимірна міра простору, яка складається з довжини, ширини та висоти. Він вимірюється в одиницях кубічних сантиметрів у метричних, кубічних дюймах або кубічних футах в англійській мові.",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Кількість тривимірного простору, яку займає тіло; вимірюється в кубічних одиницях."
SB-1484,adequate,word family,адекватний,Дорівнює або виконує певну вимогу.,r2-reconciliation,P1,calque-russianism,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Достатній для певної мети або такий, що відповідає вимогам."
SB-1485,annual,word family,річний,Відбувається раз на рік.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1487,approximated,word family,наближений,Розраховується наближено,r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Оцінений або розрахований наближено, а не точно."
SB-1491,code,word family,код,"Інструкція до комп'ютера, написана мовою програмування; вхідні дані транслятора, інтерпретатора або браузера, а саме: вихідний код, машинний код, байт-код.",r2-reconciliation,P2,pedagogical-definition,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Набір інструкцій, написаних мовою програмування для виконання комп’ютером."
SB-1493,communication,word family,спілкування,Концепція або стан обміну даними чи інформацією між об’єктами.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1494,concentration,word family,концентрація,"Дія, процес або здатність концентрації; процес зосередження або стан зосередженості.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1495,conference,word family,конференції,"Офіційний захід, на якому науковці презентують результати своїх досліджень у промовах, семінарах, плакатах або іншими засобами.",part1-floor,P1,pos-morphology,high,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-1496,contrast,word family,контраст,"Різниця між двома об’єктами, людьми чи поняттями.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1497,cycle,word family,цикл,"Процес, який повертається до свого початку, а потім повторюється в тій же послідовності.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1498,debate,word family,дебати,"Аргумент або дискусія, як правило, в упорядкованій або офіційній обстановці, часто за участю більше двох осіб, яка зазвичай закінчується голосуванням або іншим рішенням.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1500,dimensions,word family,розміри,Вимірювані характеристики розміру; також окремі аспекти складного питання.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1502,emerged,word family,виник,Прийти в поле зору.,r2-reconciliation,P2,tense-alignment,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"З’явився, виник або став помітним."
SB-1503,error,word family,помилка,"помилка; випадкова неправильна дія або неправдива заява, зроблена не навмисно.",r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Ненавмисна неправильна дія, обчислення або неправдиве твердження."
SB-1507,hence,word family,отже,"В результаті; отже, з цієї причини.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1508,hypothesis,word family,гіпотеза,"Попереднє припущення, що пояснює спостереження, явище чи наукову проблему, яке можна перевірити шляхом подальших спостережень, досліджень або експериментів.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1509,implications,word family,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Можливі або непрямі наслідки рішення, дії чи твердження."
SB-1510,imposed,word family,нав'язаний,викладено авторитетно як обов'язкові,r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Нав’язаний або установлений владою як обов’язковий.
SB-1511,internal,word family,внутрішній,З або розташована всередині.,r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Розташований усередині або пов’язаний із внутрішньою частиною.
SB-1513,job,word family,робота,завдання.,r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Оплачувана робота або конкретне завдання чи обов’язок.
SB-1515,mechanism,word family,механізм,"Будь-який механічний засіб для перетворення або керування рухом, або передачі чи керування потужністю.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1516,obvious,word family,очевидний,"Легко відкрити, побачити або зрозуміти; зрозумілий сам за себе.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1518,option,word family,варіант,"Один із набору варіантів, які можна зробити.",r2-reconciliation,P1,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Одна з можливостей, яку можна вибрати."
SB-1520,overall,word family,в цілому,Загалом; з урахуванням усього.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1521,parallel,word family,паралельний,У всіх точках однаково віддалені один від одного.,r2-reconciliation,P2,number-agreement,medium,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Такий, що в усіх точках залишається на однаковій відстані від іншої лінії чи площини."
SB-1522,parameters,word family,параметри,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Значення або умови, що визначають систему, обчислення чи експеримент."
SB-1523,phase,word family,фаза,"Визначна частина послідовності або циклу, що відбувається з часом.",part1-floor,P1,semantic-pedagogical,high,Codex seed-20260914 blinded acceptance challenge,absent,,
SB-1524,predicted,word family,передбачив,відомо заздалегідь,r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,ua: передбачений | definitionUa: Визначений або очікуваний заздалегідь.
SB-1525,prior,word family,попередній,"Прихід раніше за порядком або часом; раніше, колишній, попередній.",r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Попередній у часі, порядку або важливості."
SB-1527,project,word family,проект,"Запланована спроба, як правило, з конкретною метою, яка виконується в кілька кроків або етапів.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1530,retained,word family,зберігається,"продовжується у вашому зберіганні, використанні чи пам’яті",r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,"ua: збережений | definitionUa: Утриманий, збережений або залишений для подальшого використання чи пам’яті."
SB-1532,statistics,word family,статистика,"Систематичний збір даних вимірювань або спостережень, часто пов’язаних із демографічною інформацією, такою як підрахунок населення, доходи, підрахунок населення в різному віці тощо.",r2-reconciliation,P2,sense-coverage,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Числові дані та наука про їх збирання, аналіз і тлумачення."
SB-1533,status,word family,статус,"Стан, положення або становище людини відносно інших.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1534,stress,word family,стрес,"Емоційний тиск, який відчуває людина чи інша тварина.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1536,sum,word family,сума,"Величина, отримана додаванням або агрегацією.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1539,academic,word family,академічний,"Належність до академії чи іншого вищого навчального закладу, наукового товариства чи організації.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1540,alter,word family,змінювати,Щоб змінити форму або структуру.,r2-reconciliation,P2,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Змінювати форму, властивість або структуру чогось."
SB-1542,capacity,word family,місткість,"Здатність утримувати, приймати або поглинати.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1544,clause,word family,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",r2-reconciliation,P1,ua-definition-consistency,high,R2 A/B reconciliation (union-defect roster),present,both,"ua: речення; клауза | definitionUa: Група слів із підметом і присудком, що є частиною складного речення або окремим реченням."
SB-1545,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",r2-reconciliation,P1,number-agreement,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Речовини або об’єкти, утворені поєднанням двох чи більше складників."
SB-1546,conflict,word family,конфлікт,"Зіткнення або розбіжності, часто насильницькі, між двома чи більше протиборчими групами чи особами.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1547,contact,word family,контакт,Встановлення зв'язку (з).,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
