id,word,pos,ua,definitionUa,bucket,provenance
SB-1386,conduct,word family,поведінка,Поведінка; манера поводитися.,d_clean,clean-pool (never flagged)
SB-1388,construction,word family,будівництво,Процес конструювання.,d_clean,clean-pool (never flagged)
SB-1391,cultural,word family,культурний,Що стосується культури.,d_clean,clean-pool (never flagged)
SB-1392,design,word family,дизайн,"План (з більшою чи меншою кількістю деталей) структури та функцій артефакту, будівлі чи системи.",d_clean,clean-pool (never flagged)
SB-1394,evaluation,word family,оцінка,"Оцінка, як-от щорічна перевірка продуктивності персоналу, яка використовується як основа для підвищення зарплати чи премії, або короткий опис конкретної ситуації.",d_clean,clean-pool (never flagged)
SB-1397,focus,word family,фокус,Концентрація уваги.,d_clean,clean-pool (never flagged)
SB-1398,impact,word family,вплив,Значний або сильний вплив чи ефект.,d_clean,clean-pool (never flagged)
SB-1399,injury,word family,травма,Пошкодження тіла живої істоти.,d_clean,clean-pool (never flagged)
SB-1400,institute,word family,інститут,"Організація, заснована для просування справи",d_clean,clean-pool (never flagged)
SB-1401,investment,word family,інвестиції,Розміщення капіталу в очікуванні отримання доходу чи прибутку від його використання чи підвищення вартості.,d_clean,clean-pool (never flagged)
SB-1403,journal,word family,журнал,Періодичне видання з академічними чи професійними статтями; також особистий щоденник.,d_clean,clean-pool (never flagged)
SB-1405,obtained,word family,отримано,"Отриманий, здобутий або набутий певним способом.",d_clean,clean-pool (never flagged)
SB-1410,previous,word family,попередній,"попередній; що відбувається перед чимось іншим, у часі чи порядку.",d_clean,clean-pool (never flagged)
SB-1411,primary,word family,первинний,Перший або найраніший у групі чи серії.,d_clean,clean-pool (never flagged)
SB-1414,region,word family,область,"Будь-яка значна і зв'язана частина простору або поверхні; зокрема, ділянка землі чи моря значної, але невизначеної протяжності; країна; район;",d_clean,clean-pool (never flagged)
SB-1415,regulations,word family,нормативні акти,"Закон або адміністративне правило, видане організацією, яке використовується для керівництва чи приписування поведінки членів цієї організації.",d_clean,clean-pool (never flagged)
SB-1418,resources,word family,ресурси,"Щось, що використовується для досягнення мети, напр. сировини або персоналу.",d_clean,clean-pool (never flagged)
SB-1422,select,word family,вибрати,"Вибрати один або кілька елементів набору, особливо набору опцій.",d_clean,clean-pool (never flagged)
SB-1424,strategies,word family,стратегії,"План дій, спрямований на досягнення конкретної мети.",d_clean,clean-pool (never flagged)
SB-1430,circumstances,word family,обставини,"Умови та факти, які впливають на ситуацію або подію.",d_clean,clean-pool (never flagged)
SB-1431,comments,word family,коментарі,Усне або письмове зауваження.,d_clean,clean-pool (never flagged)
SB-1432,components,word family,компоненти,"Менша самодостатня частина більшої сутності. Часто стосується виготовленого об’єкта, який є частиною більшого пристрою.",d_clean,clean-pool (never flagged)
SB-1434,constant,word family,постійний,Незмінний у часі чи просторі; постійний.,d_clean,clean-pool (never flagged)
SB-1436,contribution,word family,внесок,"Щось дане або запропоноване, що додає до більшого цілого.",d_clean,clean-pool (never flagged)
SB-1438,core,word family,ядро,У загальному вживанні суттєва частина речі в оточенні інших істотних речей.,d_clean,clean-pool (never flagged)
SB-1439,corporate,word family,корпоративний,Що стосується корпорації.,d_clean,clean-pool (never flagged)
SB-1442,demonstrate,word family,продемонструвати,"Показувати, демонструвати або представляти; довести або зробити очевидним",d_clean,clean-pool (never flagged)
SB-1443,document,word family,документ,"Оригінал або офіційний документ, який використовується як основа, доказ або підтримка будь-чого іншого, включаючи будь-який письмовий документ, книгу чи інший документ, що передає інформацію, що має відношення до такого до...",d_clean,clean-pool (never flagged)
SB-1445,emphasis,word family,наголос,"Особлива вага чи сила, що надається чомусь, що вважається важливим.",d_clean,clean-pool (never flagged)
SB-1450,illustrated,word family,ілюстрований,Містить ілюстрації.,d_clean,clean-pool (never flagged)
SB-1451,immigration,word family,імміграція,"Акт імміграції; переїзд або в'їзд до країни, у якій людина не народилася, з метою постійного проживання.",d_clean,clean-pool (never flagged)
SB-1452,implies,word family,передбачає,Пропонується без прямого вказівки; причетні або натякані.,d_clean,clean-pool (never flagged)
SB-1455,interaction,word family,взаємодія,Розмова або обмін між людьми.,d_clean,clean-pool (never flagged)
SB-1456,layer,word family,шар,"Одна товщина якогось матеріалу, що покриває поверхню.",d_clean,clean-pool (never flagged)
SB-1457,link,word family,посилання,"Зв’язок між місцями, людьми, подіями, речами чи ідеями.",d_clean,clean-pool (never flagged)
SB-1458,location,word family,розташування,Конкретна точка або місце у фізичному просторі.,d_clean,clean-pool (never flagged)
SB-1459,maximum,word family,максимум,Найвища межа.,d_clean,clean-pool (never flagged)
SB-1461,negative,word family,негативний,Не позитивний або нейтральний; поганий; небажаний; несприятливий.,d_clean,clean-pool (never flagged)
SB-1462,outcomes,word family,результати,"Те, що виробляється або відбувається в результаті події чи процесу.",d_clean,clean-pool (never flagged)
SB-1463,partnership,word family,партнерство,Об’єднання двох або більше осіб для ведення бізнесу.,d_clean,clean-pool (never flagged)
SB-1464,philosophy,word family,філософія,"Академічна дисципліна, яка шукає істину через міркування, а не через емпіризм, часто намагаючись надати пояснення щодо загальних понять, таких як існування та раціональність.",c_known_open,known-open-24 (seed-20260913; semantic-pedagogical-error)
SB-1465,physical,word family,фізичний,"Відноситься до світу, як його розуміють почуттями, а не розумом; матеріальний, конкретний; справжній. Має відношення до матеріального світу.",d_clean,clean-pool (never flagged)
SB-1466,proportion,word family,пропорція,"Кількість чогось, що є частиною цілої суми або числа.",d_clean,clean-pool (never flagged)
SB-1468,reaction,word family,реакція,Дія або твердження у відповідь на стимул або іншу подію.,d_clean,clean-pool (never flagged)
SB-1469,registered,word family,зареєстрований,Внесення свого імені до офіційного списку або внесення до реєстру.,d_clean,clean-pool (never flagged)
SB-1472,scheme,word family,схема,Систематичний план майбутніх дій.,d_clean,clean-pool (never flagged)
SB-1473,sequence,word family,послідовність,Набір речей поруч один з одним у встановленому порядку; серія.,d_clean,clean-pool (never flagged)
SB-1476,specified,word family,зазначено,Ретельно пояснено.,d_clean,clean-pool (never flagged)
SB-1477,sufficient,word family,достатній,"Достатнього типу або виду, який задовольняє вимоги чи потреби.",d_clean,clean-pool (never flagged)
SB-1478,task,word family,завдання,"Частина роботи, яка виконується як частина обов’язків.",d_clean,clean-pool (never flagged)
SB-1479,technical,word family,технічний,Технології або пов’язані з ними.,d_clean,clean-pool (never flagged)
SB-1480,techniques,word family,техніки,"Спосіб досягнення чогось або здійснення чогось, особливо такий, що вимагає певних навичок або знань.",d_clean,clean-pool (never flagged)
SB-1481,technology,word family,технології,"Будь-які корисні навички чи механізми, які люди розробили чи винайшли (зокрема, у донаукові епохи).",d_clean,clean-pool (never flagged)
SB-1482,volume,word family,обсяг,"Тривимірна міра простору, яка складається з довжини, ширини та висоти. Він вимірюється в одиницях кубічних сантиметрів у метричних, кубічних дюймах або кубічних футах в англійській мові.",d_clean,clean-pool (never flagged)
SB-1484,adequate,word family,адекватний,Дорівнює або виконує певну вимогу.,d_clean,clean-pool (never flagged)
SB-1485,annual,word family,річний,Відбувається раз на рік.,d_clean,clean-pool (never flagged)
SB-1487,approximated,word family,наближений,Розраховується наближено,d_clean,clean-pool (never flagged)
SB-1491,code,word family,код,"Інструкція до комп'ютера, написана мовою програмування; вхідні дані транслятора, інтерпретатора або браузера, а саме: вихідний код, машинний код, байт-код.",d_clean,clean-pool (never flagged)
SB-1493,communication,word family,спілкування,Концепція або стан обміну даними чи інформацією між об’єктами.,d_clean,clean-pool (never flagged)
SB-1494,concentration,word family,концентрація,"Дія, процес або здатність концентрації; процес зосередження або стан зосередженості.",d_clean,clean-pool (never flagged)
SB-1495,conference,word family,конференції,"Офіційний захід, на якому науковці презентують результати своїх досліджень у промовах, семінарах, плакатах або іншими засобами.",d_clean,clean-pool (never flagged)
SB-1496,contrast,word family,контраст,"Різниця між двома об’єктами, людьми чи поняттями.",d_clean,clean-pool (never flagged)
SB-1497,cycle,word family,цикл,"Процес, який повертається до свого початку, а потім повторюється в тій же послідовності.",d_clean,clean-pool (never flagged)
SB-1498,debate,word family,дебати,"Аргумент або дискусія, як правило, в упорядкованій або офіційній обстановці, часто за участю більше двох осіб, яка зазвичай закінчується голосуванням або іншим рішенням.",d_clean,clean-pool (never flagged)
SB-1500,dimensions,word family,розміри,Вимірювані характеристики розміру; також окремі аспекти складного питання.,d_clean,clean-pool (never flagged)
SB-1502,emerged,word family,виник,Прийти в поле зору.,d_clean,clean-pool (never flagged)
SB-1503,error,word family,помилка,"помилка; випадкова неправильна дія або неправдива заява, зроблена не навмисно.",d_clean,clean-pool (never flagged)
SB-1507,hence,word family,отже,"В результаті; отже, з цієї причини.",d_clean,clean-pool (never flagged)
SB-1508,hypothesis,word family,гіпотеза,"Попереднє припущення, що пояснює спостереження, явище чи наукову проблему, яке можна перевірити шляхом подальших спостережень, досліджень або експериментів.",d_clean,clean-pool (never flagged)
SB-1509,implications,word family,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,d_clean,clean-pool (never flagged)
SB-1510,imposed,word family,нав'язаний,викладено авторитетно як обов'язкові,d_clean,clean-pool (never flagged)
SB-1511,internal,word family,внутрішній,З або розташована всередині.,d_clean,clean-pool (never flagged)
SB-1513,job,word family,робота,завдання.,d_clean,clean-pool (never flagged)
SB-1515,mechanism,word family,механізм,"Будь-який механічний засіб для перетворення або керування рухом, або передачі чи керування потужністю.",d_clean,clean-pool (never flagged)
SB-1516,obvious,word family,очевидний,"Легко відкрити, побачити або зрозуміти; зрозумілий сам за себе.",d_clean,clean-pool (never flagged)
SB-1518,option,word family,варіант,"Один із набору варіантів, які можна зробити.",d_clean,clean-pool (never flagged)
SB-1520,overall,word family,в цілому,Загалом; з урахуванням усього.,d_clean,clean-pool (never flagged)
SB-1521,parallel,word family,паралельний,У всіх точках однаково віддалені один від одного.,d_clean,clean-pool (never flagged)
SB-1522,parameters,word family,параметри,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",d_clean,clean-pool (never flagged)
SB-1523,phase,word family,фаза,"Визначна частина послідовності або циклу, що відбувається з часом.",d_clean,clean-pool (never flagged)
SB-1524,predicted,word family,передбачив,відомо заздалегідь,d_clean,clean-pool (never flagged)
SB-1525,prior,word family,попередній,"Прихід раніше за порядком або часом; раніше, колишній, попередній.",d_clean,clean-pool (never flagged)
SB-1527,project,word family,проект,"Запланована спроба, як правило, з конкретною метою, яка виконується в кілька кроків або етапів.",d_clean,clean-pool (never flagged)
SB-1530,retained,word family,зберігається,"продовжується у вашому зберіганні, використанні чи пам’яті",d_clean,clean-pool (never flagged)
SB-1532,statistics,word family,статистика,"Систематичний збір даних вимірювань або спостережень, часто пов’язаних із демографічною інформацією, такою як підрахунок населення, доходи, підрахунок населення в різному віці тощо.",d_clean,clean-pool (never flagged)
SB-1533,status,word family,статус,"Стан, положення або становище людини відносно інших.",d_clean,clean-pool (never flagged)
SB-1534,stress,word family,стрес,"Емоційний тиск, який відчуває людина чи інша тварина.",d_clean,clean-pool (never flagged)
SB-1536,sum,word family,сума,"Величина, отримана додаванням або агрегацією.",d_clean,clean-pool (never flagged)
SB-1539,academic,word family,академічний,"Належність до академії чи іншого вищого навчального закладу, наукового товариства чи організації.",d_clean,clean-pool (never flagged)
SB-1540,alter,word family,змінювати,Щоб змінити форму або структуру.,d_clean,clean-pool (never flagged)
SB-1542,capacity,word family,місткість,"Здатність утримувати, приймати або поглинати.",d_clean,clean-pool (never flagged)
SB-1544,clause,word family,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",d_clean,clean-pool (never flagged)
SB-1545,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",d_clean,clean-pool (never flagged)
SB-1546,conflict,word family,конфлікт,"Зіткнення або розбіжності, часто насильницькі, між двома чи більше протиборчими групами чи особами.",d_clean,clean-pool (never flagged)
SB-1547,contact,word family,контакт,Встановлення зв'язку (з).,d_clean,clean-pool (never flagged)
SB-1552,entities,word family,сутності,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",d_clean,clean-pool (never flagged)
SB-1554,evolution,word family,еволюція,Процес розвитку.,d_clean,clean-pool (never flagged)
SB-1555,expansion,word family,розширення,"Дія, процес або випадок розширення.",d_clean,clean-pool (never flagged)
SB-1557,external,word family,зовнішній,Поза чим-небудь; на зовнішній вигляд.,d_clean,clean-pool (never flagged)
SB-1558,fundamental,word family,фундаментальний,Основний; надзвичайно важливо.,d_clean,clean-pool (never flagged)
SB-1559,generated,word family,створений,Приводити в життя; породжувати.,d_clean,clean-pool (never flagged)
SB-1560,generation,word family,покоління,"Група людей, які народилися в певний період років і члени якої можуть мати культурні стосунки один з одним.",d_clean,clean-pool (never flagged)
SB-1561,image,word family,зображення,Візуальне чи інше зображення зовнішньої форми чогось у мистецтві.,d_clean,clean-pool (never flagged)
SB-1562,licence,word family,ліцензія,"Офіційний дозвіл на певну діяльність, володіння або використання чогось.",d_clean,clean-pool (never flagged)
SB-1563,medical,word family,медичний,Про медичну практику або пов’язану з нею.,d_clean,clean-pool (never flagged)
SB-1564,mental,word family,психічний,Що стосується розуму чи конкретно повної емоційної та інтелектуальної реакції індивіда на зовнішню реальність.,d_clean,clean-pool (never flagged)
SB-1565,modified,word family,змінений,змінений; змінено,d_clean,clean-pool (never flagged)
SB-1566,monitoring,word family,моніторинг,"Здійснення спостереження за навколишнім середовищем чи людьми або безперервне чи регулярне спостереження за ними з метою виявлення сигналів, рухів або змін стану чи якості.",d_clean,clean-pool (never flagged)
SB-1568,notion,word family,поняття,"Ментальне сприйняття всього, що можна знати, думати або уявляти; ідея, концепція.",d_clean,clean-pool (never flagged)
SB-1570,perspective,word family,перспектива,"Вибір єдиного ракурсу або точки зору, з якої можна відчути, класифікувати, виміряти або кодифікувати досвід.",d_clean,clean-pool (never flagged)
SB-1573,psychology,word family,психологія,Вивчення людського розуму.,d_clean,clean-pool (never flagged)
SB-1575,rejected,word family,відхилено,Відхилений або не прийнятий після розгляду.,d_clean,clean-pool (never flagged)
SB-1576,revenue,word family,дохід,"Загальний дохід, отриманий із певного джерела.",d_clean,clean-pool (never flagged)
SB-1579,target,word family,мета,Ціль або завдання.,d_clean,clean-pool (never flagged)
SB-1580,transition,word family,перехід,"Процес зміни однієї форми, стану, стилю чи місця в інше.",d_clean,clean-pool (never flagged)
SB-1582,version,word family,версія,Певна форма або варіація чогось.,d_clean,clean-pool (never flagged)
SB-1585,abstract,word family,анотація,Скорочення або підсумок більшої публікації.,d_clean,clean-pool (never flagged)
SB-1590,attached,word family,додається,Підключений; приєднався.,d_clean,clean-pool (never flagged)
SB-1591,author,word family,автор,"Автор або творець твору, особливо літературного твору; або один із творців спільного твору.",d_clean,clean-pool (never flagged)
SB-1593,brief,word family,короткий,Короткочасний; відбувається швидко.,d_clean,clean-pool (never flagged)
SB-1594,capable,word family,здатний,"Умілий та ефективний; наявність здібностей, необхідних для конкретного завдання; наявність бажання щось зробити; дозволяти або бути сприйнятливим до чогось.",d_clean,clean-pool (never flagged)
SB-1597,diversity,word family,різноманітність,Якість різноманітності або відмінності; відмінність чи несхожість.,d_clean,clean-pool (never flagged)
SB-1598,edition,word family,видання,"Повна кількість примірників твору, надрукованого та виданого за один раз.",d_clean,clean-pool (never flagged)
SB-1599,enhanced,word family,посилений,"У версії або формі, яка була вдосконалена або краща за іншу стандартну форму.",d_clean,clean-pool (never flagged)
SB-1601,exceed,word family,перевищувати,Виходити за (якусь межу); перевершити; бути довшим ніж.,d_clean,clean-pool (never flagged)
SB-1602,expert,word family,експерт,Людина з широкими знаннями або здібностями в певній темі.,d_clean,clean-pool (never flagged)
SB-1603,federal,word family,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",d_clean,clean-pool (never flagged)
SB-1606,gender,word family,стать,"Ідентифікація як чоловіка, жінки чи чогось іншого та асоціація з (соціальною) роллю або набором поведінкових і культурних рис, одягу тощо; категорія, до якої за цією ознакою належить особа.",d_clean,clean-pool (never flagged)
SB-1608,incentive,word family,стимул,"Щось, що мотивує, збуджує або заохочує.",d_clean,clean-pool (never flagged)
SB-1610,index,word family,індекс,Алфавітний список предметів і їх розташування.,d_clean,clean-pool (never flagged)
SB-1613,input,word family,введення,"Дані, що вводяться в процес, мають намір формувати чи впливати на результат цього процесу.",d_clean,clean-pool (never flagged)
SB-1614,instructions,word family,інструкції,"Вказівки, які пояснюють, що або як потрібно зробити.",d_clean,clean-pool (never flagged)
SB-1615,intelligence,word family,інтелект,"Здатність розуму, особливо розуміти принципи, істини, факти чи значення, здобувати знання та застосовувати їх на практиці; здатність осягати і вчитися;",d_clean,clean-pool (never flagged)
SB-1617,lecture,word family,лекція,"Розмовний урок або експозиція, як правило, для групи.",d_clean,clean-pool (never flagged)
SB-1618,minimum,word family,мінімум,Найменша сума.,d_clean,clean-pool (never flagged)
SB-1619,motivation,word family,мотивація,Стимул або причина щось робити.,d_clean,clean-pool (never flagged)
SB-1622,overseas,word family,за кордоном,"За кордон, особливо за море.",d_clean,clean-pool (never flagged)
SB-1623,preceding,word family,попередній,"Відбувається до або перед чимось іншим, у часі, місці, ранзі чи послідовності.",d_clean,clean-pool (never flagged)
SB-1627,subsidiary,word family,дочірнє підприємство,"Компанія, що належить материнській компанії або холдинговій компанії, також називається дочірньою компанією або дочірньою компанією.",d_clean,clean-pool (never flagged)
SB-1628,tapes,word family,стрічки,Гнучкий матеріал в рулоні з липкою поверхнею з одного або обох боків; липка стрічка.,d_clean,clean-pool (never flagged)
SB-1630,adults,word family,дорослі,"Особа, яка досягла повноліття.",d_clean,clean-pool (never flagged)
SB-1633,chemical,word family,хімічний,З хімії або пов'язаної з нею.,d_clean,clean-pool (never flagged)
SB-1635,comprehensive,word family,комплексний,Широко або повністю покриває; включаючи велику частку чогось.,c_known_open,known-open-24 (seed-20260913; pos-morphology-mismatch)
SB-1637,confirmed,word family,підтверджено,Перевірено або ратифіковано.,d_clean,clean-pool (never flagged)
SB-1638,converted,word family,перетворений,змінилася форма чи функція тощо.,d_clean,clean-pool (never flagged)
SB-1639,couple,word family,пара,Два партнери в романтичних або сексуальних стосунках.,d_clean,clean-pool (never flagged)
SB-1640,decades,word family,десятиліть,Періоди тривалістю по десять років.,d_clean,clean-pool (never flagged)
SB-1641,definite,word family,певний,Без жодних сумнівів.,d_clean,clean-pool (never flagged)
SB-1642,deny,word family,заперечувати,"Стверджувати, що щось неправда.",d_clean,clean-pool (never flagged)
SB-1644,eliminate,word family,ліквідувати,"Повністю прибрати, позбутися, покінчити.",d_clean,clean-pool (never flagged)
SB-1645,equipment,word family,обладнання,"Будь-які предмети, які використовуються для спорядження чогось або когось, наприклад речі, необхідні для експедиції чи плавання.",d_clean,clean-pool (never flagged)
SB-1646,file,word family,файл,"Збірка документів, зібраних і архівованих разом.",d_clean,clean-pool (never flagged)
SB-1647,finite,word family,кінцевий,"Такий, що має визначену межу, кінець або обмежену кількість.",d_clean,clean-pool (never flagged)
SB-1648,foundation,word family,основа,"Те, на чому все засновано; те, на чому що-небудь стоїть і чим воно підтримується; нижній і опорний шар надбудови; підбудова.",d_clean,clean-pool (never flagged)
SB-1649,global,word family,глобальний,Щодо всіх частин світу.,d_clean,clean-pool (never flagged)
SB-1650,grade,word family,клас,"Виконання тесту чи іншого оцінювання, виражене цифрою, літерою чи іншим символом; оцінка.",d_clean,clean-pool (never flagged)
SB-1651,guarantee,word family,гарантія,"Все, що забезпечує певний результат.",d_clean,clean-pool (never flagged)
SB-1652,hierarchical,word family,ієрархічний,Що стосується ієрархії.,d_clean,clean-pool (never flagged)
SB-1653,identical,word family,однакові,"Маючи повну схожість, маючи абсолютно однаковий набір характеристик; нерозрізнений.",d_clean,clean-pool (never flagged)
SB-1658,media,word family,ЗМІ,Засоби та інститути публікації та трансляції інформації.,d_clean,clean-pool (never flagged)
SB-1660,paradigm,word family,парадигма,"Зразок, спосіб виконання чогось; особливо модель мислення, система вірувань, концептуальна основа.",d_clean,clean-pool (never flagged)
SB-1661,phenomenon,word family,явище,"Річ або істота, подія або процес, що сприймаються органами чуття; або факт чи подія цього.",d_clean,clean-pool (never flagged)
SB-1662,priority,word family,пріоритет,Відносна важливість елемента.,d_clean,clean-pool (never flagged)
SB-1663,prohibited,word family,заборонено,Заборонено; заборонений; недозволено.,d_clean,clean-pool (never flagged)
SB-1664,publication,word family,публікація,Акт видання друкованого чи іншого видання.,d_clean,clean-pool (never flagged)
SB-1665,quotation,word family,цитата,"Фрагмент людського виразу, який повторює хтось інший, наприклад, з літератури чи відомої промови.",d_clean,clean-pool (never flagged)
SB-1667,somewhat,word family,дещо,В обмеженій мірі або ступені; не повністю.,d_clean,clean-pool (never flagged)
SB-1668,submitted,word family,подано,"Внести або винести на затвердження, розгляд, відмітку тощо.",d_clean,clean-pool (never flagged)
SB-1669,survive,word family,вижити,"Про людину, продовжувати жити; залишитися живим.",d_clean,clean-pool (never flagged)
SB-1670,thesis,word family,теза,"Розгорнута наукова робота або основне твердження, яке автор обґрунтовує доказами.",d_clean,clean-pool (never flagged)
SB-1672,ultimately,word family,зрештою,Зрештою; нарешті.,d_clean,clean-pool (never flagged)
SB-1675,voluntary,word family,добровільний,"Робиться, дається або діє за власним бажанням.",d_clean,clean-pool (never flagged)
SB-1677,accompanied,word family,у супроводі,Наявність супроводу; бути частиною групи щонайменше з двох.,d_clean,clean-pool (never flagged)
SB-1678,ambiguous,word family,неоднозначний,Відкритий для багатьох інтерпретацій.,d_clean,clean-pool (never flagged)
SB-1680,automatically,word family,автоматично,Автоматичним способом.,d_clean,clean-pool (never flagged)
SB-1683,conformity,word family,відповідність,"Стан відповідності, дотримання набору правил, норми чи стандарту.",d_clean,clean-pool (never flagged)
SB-1686,currency,word family,валюта,"Гроші чи інші предмети, які використовуються для здійснення операцій.",d_clean,clean-pool (never flagged)
SB-1688,detected,word family,виявлено,Будучи поміченим.,d_clean,clean-pool (never flagged)
SB-1690,displacement,word family,переміщення,Акт витіснення або стан витіснення; постановка з місця.,d_clean,clean-pool (never flagged)
SB-1692,eventually,word family,зрештою,"Зрештою; пізніше, особливо після тривалого часу, серія проблем, боротьби, затримок або невдач.",d_clean,clean-pool (never flagged)
SB-1695,guidelines,word family,настанови,"Неконкретне правило або принцип, який забезпечує напрямок дій або поведінки.",c_known_open,known-open-24 (seed-20260913; pos-morphology-mismatch)
SB-1697,implicit,word family,неявний,"Пропонується опосередковано, без прямого вираження.",d_clean,clean-pool (never flagged)
SB-1699,inevitably,word family,неминуче,"Таким чином, якого неможливо уникнути або запобігти.",d_clean,clean-pool (never flagged)
SB-1700,infrastructure,word family,інфраструктура,"Об’єкти, послуги та обладнання, необхідні для функціонування спільноти чи суспільства.",d_clean,clean-pool (never flagged)
SB-1701,minimised,word family,зведений до мінімуму,"Зменшений до найнижчого можливого рівня, кількості або ступеня.",d_clean,clean-pool (never flagged)
SB-1705,plus,word family,плюс,Позитивна величина.,d_clean,clean-pool (never flagged)
SB-1707,prospect,word family,перспектива,"Потенційні речі, які можуть статися, часто сприятливі.",c_known_open,known-open-24 (seed-20260913; pos-morphology-mismatch)
SB-1708,random,word family,випадковий,"Виникає без особливої ​​причини; випадковий, непередбачуваний.",d_clean,clean-pool (never flagged)
SB-1709,reinforced,word family,посилений,Був або містить підкріплення.,d_clean,clean-pool (never flagged)
SB-1711,revision,word family,перегляд,"Дія або процес перегляду, редагування та внесення змін.",d_clean,clean-pool (never flagged)
SB-1712,schedule,word family,графік,"Процедурний план, як правило, але не обов’язково табличного характеру, із зазначенням послідовності операцій і запланованого часу, коли ці операції мають виконуватися.",d_clean,clean-pool (never flagged)
SB-1713,tension,word family,напруга,"Умова перебування в стані між двома або більше силами, які діють протилежно одна одній.",d_clean,clean-pool (never flagged)
SB-1714,termination,word family,припинення,Процес припинення або стан припинення.,d_clean,clean-pool (never flagged)
SB-1715,theme,word family,тема,"Предмет, тепер особливо розмови чи художнього твору; тема.",d_clean,clean-pool (never flagged)
SB-1716,uniform,word family,уніформа,"Відмітний одяг, який служить для ідентифікації членів групи, компанії, ув'язнених тощо.",d_clean,clean-pool (never flagged)
SB-1717,vehicle,word family,транспортний засіб,"Транспортний засіб: місткий пристрій для перенесення або транспортування речовин, предметів, людей або тварин.",d_clean,clean-pool (never flagged)
SB-1719,virtually,word family,практично,"Майже, але не зовсім.",d_clean,clean-pool (never flagged)
SB-1721,visual,word family,візуальний,Пов’язані із зором або впливають на нього.,d_clean,clean-pool (never flagged)
SB-1722,accommodation,word family,проживання,"Проживання в житлі чи подібних житлових приміщеннях, які надаються мандрівникам у готелях або на круїзних суднах, або ув’язненим тощо.",d_clean,clean-pool (never flagged)
SB-1723,analogous,word family,аналогічний,"Наявність аналога, статус аналога; відповідний чомусь іншому; має певну схожість або схожу пропорцію (часто після «до».)",d_clean,clean-pool (never flagged)
SB-1724,anticipated,word family,очікуваний,очікується прибуття; заплановано,d_clean,clean-pool (never flagged)
SB-1730,concurrent,word family,одночасний,Відбувається одночасно; одночасний.,d_clean,clean-pool (never flagged)
SB-1731,confined,word family,обмежений,Не вільно рухатися.,c_known_open,known-open-24 (seed-20260913; pos-morphology-mismatch)
SB-1732,controversy,word family,суперечка,Дебати або обговорення протилежних думок; (загалом) сварка.,d_clean,clean-pool (never flagged)
SB-1733,conversely,word family,навпаки,З іншої точки зору; з іншого боку.,d_clean,clean-pool (never flagged)
SB-1734,device,word family,пристрій,"Будь-яка частина обладнання, виготовлена ​​для певної мети, особливо механічна чи електрична.",d_clean,clean-pool (never flagged)
SB-1735,devoted,word family,відданий,Сильна емоційна прив'язаність; дуже любити когось або щось.,c_known_open,known-open-24 (seed-20260913; pos-morphology-mismatch)
SB-1737,duration,word family,тривалість,Проміжок часу або певний проміжок часу.,d_clean,clean-pool (never flagged)
SB-1738,erosion,word family,ерозія,"Результат зносу або ерозії, як льодовик на скелі або море на скелі.",d_clean,clean-pool (never flagged)
SB-1739,ethical,word family,етичний,"Що стосується загальноприйнятих принципів правильного й неправильного, особливо в певній організації чи професії.",d_clean,clean-pool (never flagged)
SB-1740,format,word family,формат,Макет публікації чи документа.,d_clean,clean-pool (never flagged)
SB-1744,mediation,word family,посередництво,"Переговори для вирішення розбіжностей, які проводяться неупередженою стороною.",d_clean,clean-pool (never flagged)
SB-1746,military,word family,військовий,"Стосовно збройних сил, таких як армія, морська піхота, флот і авіація (часто на відміну від цивільних чи поліцейських сил).",d_clean,clean-pool (never flagged)
SB-1747,norms,word family,норми,"Те, що є нормальним або типовим.",d_clean,clean-pool (never flagged)
SB-1749,portion,word family,частина,Виділена сума.,d_clean,clean-pool (never flagged)
SB-1750,qualitative,word family,якісний,"Описів або відмінностей, заснованих на певній якості, а не на певній кількості.",d_clean,clean-pool (never flagged)
SB-1752,relaxed,word family,розслаблений,Вільний від напруги або тривоги; невимушено; неквапливий.,d_clean,clean-pool (never flagged)
SB-1753,restraints,word family,обмеження,контроль або обережність; резерв,d_clean,clean-pool (never flagged)
SB-1754,revolution,word family,революція,"Політичний переворот в уряді чи державі, що характеризується великими змінами.",d_clean,clean-pool (never flagged)
