id,word,source,category,severity,issue,proposed_correction,confidence
SB-1334,environment,main-pass,pedagogical-accuracy,P2,Only ecological sense; misses 'work/learning environment'.,Add general surrounding-context sense.,medium
SB-1343,income,main-pass,pedagogical-accuracy,P2,Odd/loaded phrasing implying exploitation.,"Гроші, отримані за роботу чи інвестиції.",medium
SB-1344,indicate,main-pass,register,P2,Archaic 19th-century calque style.,Вказувати на щось; бути ознакою.,medium
SB-1351,major,main-pass,register,P2,Archaic comparative calque; misses academic major sense.,Важливіший; also основний предмет спеціалізації.,medium
SB-1360,required,main-pass,other,P2,Word repeated.,Необхідний; обов'язковий.,high
SB-1364,section,main-pass,register,P2,Archaic literal 'cutting' definition.,Окрема частина тексту чи документа.,medium
SB-1367,similar,main-pass,semantic-fidelity,P2,'союзний'(allied) unrelated meaning inserted.,"подібний, схожий, порівнянний.",medium
SB-1389,consumer,main-pass,russianism-calque,P2,Awkward unnatural calque.,"Особа, яка купує або використовує товари.",medium
SB-1402,items,main-pass,pedagogical-accuracy,P2,"Restricts to physical objects only, misses abstract 'agenda item'.","Окрема одиниця, не обов'язково фізична.",medium
SB-1409,potential,main-pass,russianism-calque,P2,Awkward literal calque about English collocation.,Rewrite naturally.,medium
SB-1417,resident,main-pass,pedagogical-accuracy,P2,'резидент' narrow legal/tax term; general sense needs 'мешканець'.,мешканець / житель,medium
SB-1419,restricted,main-pass,circular-definition,P2,Circular.,Обмежений певними правилами.,medium
SB-1427,traditional,main-pass,other,P2,"Stray meaningless fragment 'З,'.",Пов'язаний із традицією.,medium
SB-1428,transfer,main-pass,grammar,P2,ua noun but def is verb infinitive.,Переміщення чогось з одного місця в інше.,medium
SB-1433,considerable,main-pass,circular-definition,P2,Restates headword.,"Досить великий, щоб мати значення.",medium
SB-1435,constraints,main-pass,circular-definition,P2,Uses word to define itself.,"Умова, що обмежує можливий вибір.",medium
SB-1437,convention,main-pass,grammar,P2,ua plural for singular headword.,конвенція / звичай,low
SB-1467,published,main-pass,pedagogical-accuracy,P2,"Restricted to for-sale publications, excludes free/research publishing.",Оприлюднений для загального доступу.,medium
SB-1492,commitment,main-pass,other,P2,Truncated mid-sentence.,Complete sentence.,high
SB-1504,ethnic,main-pass,grammar,P2,ua plural not standard singular citation.,етнічний,medium
SB-1512,investigation,main-pass,pedagogical-accuracy,P2,Narrow criminal sense; academic 'scientific investigation'=дослідження underserved.,Add/prefer дослідження for academic contexts.,medium
SB-1514,label,spot-check,pedagogical-accuracy,P2,Only physical tag sense; misses verb and figurative stereotyping sense.,"ua: ""етикетка, наличка (ім.); позначати, навішувати ярлик (дієсл.)"" | definitionUa: ""1. (ім.) Невелика табличка чи наліпка з інформацією про предмет. 2. (дієсл.) Позначати щось етикеткою; переносно — навішувати комусь ярлик, зараховувати до категорії.""",high
SB-1531,series,main-pass,grammar,P2,ua reads as genitive/plural not nominative singular.,серія,medium
SB-1538,undertaken,main-pass,pedagogical-accuracy,P2,Generic gloss loses precise nuance.,здійснено / проведено,medium
SB-1551,energy,main-pass,grammar,P2,ua genitive/plural not nominative.,енергія,medium
SB-1553,equivalent,main-pass,grammar,P2,ua noun but def is adjective sense.,еквівалентний (adj.),medium
SB-1567,network,main-pass,grammar,P2,ua genitive/plural not nominative.,мережа,medium
SB-1578,sustainable,main-pass,pedagogical-accuracy,P2,"Equates sustainable with renewable, conflating distinct concepts.",Remove equation with поновлюваний; clarify distinctly.,medium
SB-1583,welfare,main-pass,grammar,P2,ua genitive not nominative.,добробут,medium
SB-1584,whereas,main-pass,pedagogical-accuracy,P2,"Describes formal legal-preamble use, not common contrastive-conjunction sense matching ua; truncated.",Уживається для протиставлення двох фактів.,medium
SB-1586,accurate,main-pass,grammar,P2,ua plural not singular.,точний,medium
SB-1588,aggregate,main-pass,grammar,P2,ua adjective but def is noun sense.,агрегат / сукупність (noun) or change def to adjective sense.,medium
SB-1605,furthermore,main-pass,circular-definition,P2,Phrase duplicated; list of synonyms not explanation.,Використовується для додавання ще однієї інформації.,high
SB-1616,interval,main-pass,circular-definition,P2,"Too generic, doesn't specify gap between points.",Проміжок часу або простору між двома точками.,medium
SB-1621,nevertheless,main-pass,russianism-calque,P2,Mirrors Russian calque; more natural form exists.,тим не менше / проте / однак,medium
SB-1625,recovery,main-pass,pedagogical-accuracy,P2,Restricted to health sense; misses economic recovery.,Add economic/data recovery sense.,medium
SB-1631,aid,main-pass,circular-definition,P2,"Word repeated three times, no content.","Підтримка чи ресурси, надані тому, хто потребує.",medium
SB-1643,differentiation,main-pass,circular-definition,P2,Uses cognate verb to define noun without explaining.,Процес виявлення відмінностей між подібними речами.,medium
SB-1659,mode,spot-check,semantic-fidelity,P2,"'режим' vs definition describing 'спосіб'(manner), mismatched senses.","ua: ""спосіб; форма; режим (роботи)"" | definitionUa: ""Певний спосіб дії, існування чи виконання чогось; форма чи варіант, у якому щось відбувається.""",high
SB-1671,topic,main-pass,circular-definition,P2,Duplicated headword before actual content.,"Предмет обговорення, тексту чи дослідження.",high
SB-1681,bias,main-pass,circular-definition,P2,"Too neutral/generic, omits unfair/skewed connotation.","Однобічна, часто необ'єктивна схильність.",medium
SB-1685,crucial,main-pass,grammar,P2,ua noun phrase but headword is adjective.,вирішальний / критично важливий,medium
SB-1687,denote,main-pass,grammar,P2,ua conjugated 3rd-plural not infinitive (inconsistent with other entries).,позначати,medium
SB-1694,fluctuations,main-pass,other,P2,Stray English article 'a' left in Ukrainian sentence.,Remove stray artifact.,high
SB-1702,nuclear,main-pass,circular-definition,P2,"Circular, garbled participial fragment.",Пов'язаний із виділенням енергії атомного ядра.,medium
SB-1710,restore,main-pass,russianism-calque,P2,"Literal calque of infinitive dictionary format, circular.",Відновлювати або повертати до попереднього стану.,medium
SB-1720,widespread,main-pass,grammar,P2,ua plural not singular.,широко поширений,medium
SB-1725,attained,main-pass,circular-definition,P2,Word repeated where two distinct synonyms intended.,Бути досягнутим або отриманим в результаті зусиль.,medium
SB-1726,ceases,main-pass,russianism-calque,P2,"Literal calque, too generic.","Припинятися, зупинятися.",medium
SB-1729,incompatible,main-pass,grammar,P2,ua plural not singular.,несумісний,medium
SB-1736,diminished,main-pass,circular-definition,P2,"Word repeated, likely two distinct synonyms collapsed.","зменшений, ослаблений",medium
SB-1741,founded,main-pass,circular-definition,P2,"Vague, underspecified fragment.","Створений, заснований (organization); or 'well-founded' sense.",medium
SB-1751,refine,main-pass,russianism-calque,P2,Literal calque of dictionary infinitive format.,"Покращувати точність, витонченість.",medium
