id,stage,source_stage,proposal_source,word,pos,category,confidence,provenance,finding_evidence,proposal_rationale,current_ua,current_definitionUa,source_proposed_target,source_proposed_value,proposed_ua,proposed_definitionUa,proposal_fields,effective_fields,current_pair_sha256,finding_rationale,finding_confidence,proposal_evidence_quote
SB-1465,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,physical,word family,calque-russianism,high,R2 A/B reconciliation (union-defect roster),Відноситься до світу,,фізичний,"Відноситься до світу, як його розуміють почуттями, а не розумом; матеріальний, конкретний; справжній. Має відношення до матеріального світу.",definitionUa,Пов’язаний із матеріальним світом або тілом; відчутний і конкретний.,,Пов’язаний із матеріальним світом або тілом; відчутний і конкретний.,definitionUa,definitionUa,b73d37e7e88441190b43b8996d7eb7896975cc416ef37ca634671b700b4b0baa,the definition twice uses the Russian-influenced «відноситься/має відношення» — calque confirmed.,high,
SB-1469,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,registered,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),Внесення свого імені,,зареєстрований,Внесення свого імені до офіційного списку або внесення до реєстру.,both,ua: зареєстрований | definitionUa: Офіційно внесений до реєстру або списку.,зареєстрований,Офіційно внесений до реєстру або списку.,ua|definitionUa,definitionUa,c08d1b6166ce4e4b03a05bf1650b7c357cd864636716d10bf562d5373fbf71f7,"registered is a participle, but the definition «Внесення свого імені» names the act of entering a name — POS misalignment confirmed.",high,
SB-1479,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,technical,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),Технології або,,технічний,Технології або пов’язані з ними.,definitionUa,"Пов’язаний із технікою, технологією або спеціальними практичними знаннями.",,"Пов’язаний із технікою, технологією або спеціальними практичними знаннями.",definitionUa,definitionUa,461975538840d1718898752ad081be763d55193759f75e30623a77a9c6e3a29a,«Технології або пов’язані з ними» combines a noun with a plural adjective and does not define technical — confirmed.,high,
SB-1480,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,techniques,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),Спосіб досягнення чогось,,техніки,"Спосіб досягнення чогось або здійснення чогось, особливо такий, що вимагає певних навичок або знань.",definitionUa,"Практичні способи виконання дії, особливо ті, що потребують навичок.",,"Практичні способи виконання дії, особливо ті, що потребують навичок.",definitionUa,definitionUa,660b9bc4a4558f0694e3bf226be6ac6bd4e64bf1211bbbb06e1bc23ed18b8264,plural techniques is defined as one «Спосіб» — number-agreement confirmed.,high,
SB-1482,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,volume,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),кубічних футах в англійській мові,,обсяг,"Тривимірна міра простору, яка складається з довжини, ширини та висоти. Він вимірюється в одиницях кубічних сантиметрів у метричних, кубічних дюймах або кубічних футах в англійській мові.",definitionUa,"Кількість тривимірного простору, яку займає тіло; вимірюється в кубічних одиницях.",,"Кількість тривимірного простору, яку займає тіло; вимірюється в кубічних одиницях.",definitionUa,definitionUa,d542f4c570201e9c717a1b28c89a8d02cc1102d91aca93d376013deed67f58c1,the unit sentence confuses metric/imperial systems with languages and is grammatically malformed — confirmed.,high,
SB-1484,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,adequate,word family,calque-russianism,high,R2 A/B reconciliation (union-defect roster),виконує певну вимогу,,адекватний,Дорівнює або виконує певну вимогу.,definitionUa,"Достатній для певної мети або такий, що відповідає вимогам.",,"Достатній для певної мети або такий, що відповідає вимогам.",definitionUa,definitionUa,d7e3d2f19e9c5ef0be8ec18a5feec901534b7d32211b9928374c35df6bb194ee,«виконує певну вимогу» is a literal calque; idiomatic Ukrainian is «відповідає вимозі» — confirmed.,high,
SB-1495,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,conference,word family,pos-morphology,high,Codex seed-20260914 blinded acceptance challenge,"Singular conference is translated with 'конференції', not nominative singular 'конференція'.",The English headword is singular and the current Ukrainian gloss is the genitive/nominative-plural form конференції. Replace only the gloss with nominative singular конференція; the definition is already singular and remains untouched.,конференції,"Офіційний захід, на якому науковці презентують результати своїх досліджень у промовах, семінарах, плакатах або іншими засобами.",,,конференція,,ua,ua,3fdb12733c07ee3732b9579ce12ecfe48f498ed0714bf6d92d49b12018f52b0f,,high,конференції
SB-1509,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,implications,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),Можливий або непрямий ефект,,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,definitionUa,"Можливі або непрямі наслідки рішення, дії чи твердження.",,"Можливі або непрямі наслідки рішення, дії чи твердження.",definitionUa,definitionUa,cb84a519b05f669456d10cdf573c9504f0a2fc79e3794dee1e5628374a1196d9,plural implications is defined by a singular effect — a number-agreement defect confirmed.,high,
SB-1510,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,imposed,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),викладено авторитетно як,,нав'язаний,викладено авторитетно як обов'язкові,definitionUa,Нав’язаний або установлений владою як обов’язковий.,,Нав’язаний або установлений владою як обов’язковий.,definitionUa,definitionUa,623e30e2f1a2db27027f195611792feac63ee51806d4e8153622e63612e1f4dc,lowercase plural «обов’язкові» has no agreeing noun and does not define imposed — confirmed.,high,
SB-1511,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,internal,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),З або розташована всередині,,внутрішній,З або розташована всередині.,definitionUa,Розташований усередині або пов’язаний із внутрішньою частиною.,,Розташований усередині або пов’язаний із внутрішньою частиною.,definitionUa,definitionUa,a9df9e8a75c828d4156cf03c35019f50b256b542eece99d8c79e4f038e106d25,«З або розташована всередині» is a feminine-agreeing fragment for the masculine adjective internal — confirmed.,high,
SB-1518,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,option,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),"варіантів, які можна зробити",,варіант,"Один із набору варіантів, які можна зробити.",definitionUa,"Одна з можливостей, яку можна вибрати.",,"Одна з можливостей, яку можна вибрати.",definitionUa,definitionUa,0d68befd7940b47f154dd156c20ec6d83141f01525d2e102f15cc783ce3eb364,"«варіант із набору варіантів, які можна зробити» is circular and uses the wrong collocation «зробити» — confirmed.",high,
SB-1522,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,parameters,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),"Значення, яке залишається постійним",,параметри,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",definitionUa,"Значення або умови, що визначають систему, обчислення чи експеримент.",,"Значення або умови, що визначають систему, обчислення чи експеримент.",definitionUa,definitionUa,0b1cffe5a70b5ffff2a10d059baa73f343222df7743e0386a71a82aa75ab801b,plural parameters is defined as one «Значення» — number-agreement confirmed.,high,
SB-1523,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,phase,word family,semantic-pedagogical,high,Codex seed-20260914 blinded acceptance challenge,"'Визначна частина' means a notable/prominent part, not a distinct stage or phase.","Визначна means notable/prominent and does not express a distinct stage. Replace only Визначна with Окрема, preserving the rest of the frozen definition.",фаза,"Визначна частина послідовності або циклу, що відбувається з часом.",,,,"Окрема частина послідовності або циклу, що відбувається з часом.",definitionUa,definitionUa,1da064f7fffcb898e30d26b15aadc50f522e8baece58cddbad81780e80f1c1ce,,high,Визначна частина
SB-1524,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,predicted,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),передбачив,,передбачив,відомо заздалегідь,both,ua: передбачений | definitionUa: Визначений або очікуваний заздалегідь.,передбачений,Визначений або очікуваний заздалегідь.,ua|definitionUa,ua|definitionUa,61de3f574179bdc76e8e3f1e76a4cd81100fe3d3064d9a95f04fd161de98a937,ua «передбачив» is a masculine-past finite verb (a bad citation) and «відомо заздалегідь» is a lowercase fragment — the combined defect is confirmed over Pass B's P2.,high,
SB-1525,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,prior,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),Прихід раніше за порядком,,попередній,"Прихід раніше за порядком або часом; раніше, колишній, попередній.",definitionUa,"Попередній у часі, порядку або важливості.",,"Попередній у часі, порядку або важливості.",definitionUa,definitionUa,29bbce3518bbfddaeebd25fc0c8e69fb2a6b462542891b021afe7a3cf66f80ae,the noun «Прихід» does not define the adjective prior — confirmed.,high,
SB-1530,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,retained,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),вашому зберіганні,,зберігається,"продовжується у вашому зберіганні, використанні чи пам’яті",both,"ua: збережений | definitionUa: Утриманий, збережений або залишений для подальшого використання чи пам’яті.",збережений,"Утриманий, збережений або залишений для подальшого використання чи пам’яті.",ua|definitionUa,ua|definitionUa,7eaf5df01e1b4d57e959b6878a28d9fd39076953ec24783c6accc1b9193ceb04,ua impersonal «зберігається» plus second-person «вашому» misalign with the participle retained — confirmed.,high,
SB-1544,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,clause,word family,ua-definition-consistency,high,R2 A/B reconciliation (union-defect roster),містить підмет і дієслово,,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",both,"ua: речення; клауза | definitionUa: Група слів із підметом і присудком, що є частиною складного речення або окремим реченням.",речення; клауза,"Група слів із підметом і присудком, що є частиною складного речення або окремим реченням.",ua|definitionUa,ua|definitionUa,a22490e4e0b8621b4a7a066668d307bed2eb4a39afef50809349eb4bb5f945a3,ua «пункт» selects the document/contract sense but the definition describes a grammatical clause — ua↔definition inconsistency confirmed.,high,
SB-1545,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,compounds,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),"Все, що зроблено",,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",definitionUa,"Речовини або об’єкти, утворені поєднанням двох чи більше складників.",,"Речовини або об’єкти, утворені поєднанням двох чи більше складників.",definitionUa,definitionUa,b541d15eb87378e82671931413e03d09eab4a5d33c7c2898b80870565deae93a,"plural compounds is defined with singular «Все, що» — number-agreement confirmed.",high,
SB-1552,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,entities,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),"Те, що існує як окрема одиниця",,сутності,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",definitionUa,Окремі самостійні об’єкти або організації.,,Окремі самостійні об’єкти або організації.,definitionUa,definitionUa,f043f6fee588dfcb92c21d13f08d5f53ff469bbdc259f20e99c220f049fe7c98,"plural entities is defined by singular «Те, що» — a number-agreement defect confirmed.",high,
SB-1557,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,external,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),на зовнішній вигляд,,зовнішній,Поза чим-небудь; на зовнішній вигляд.,definitionUa,Розташований поза чимось або пов’язаний із зовнішньою стороною.,,Розташований поза чимось або пов’язаний із зовнішньою стороною.,definitionUa,definitionUa,6706556724c49862aee3350e6554f615835f15a4387820d74ec7c370eee799b4,"«на зовнішній вигляд» means 'apparently/in appearance', not external — the false-sense addition is confirmed.",high,
SB-1558,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,fundamental,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),надзвичайно важливо,,фундаментальний,Основний; надзвичайно важливо.,definitionUa,"Основний, базовий або надзвичайно важливий.",,"Основний, базовий або надзвичайно важливий.",definitionUa,definitionUa,0c22afec3315e9c37efd194b522e8e0ace387afad5d597e58c1ef94dd00570cc,adverbial «надзвичайно важливо» does not agree with the adjective fundamental — confirmed.,high,
SB-1559,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,generated,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),Приводити в життя,,створений,Приводити в життя; породжувати.,definitionUa,"Створений, вироблений або породжений певним процесом.",,"Створений, вироблений або породжений певним процесом.",definitionUa,definitionUa,d4d8d9111751ef709d7a1b77ec85a688beb8189118fc337e0df018f37005e950,present infinitives «Приводити в життя; породжувати» gloss the past participle generated — the POS/tense misalignment is confirmed.,high,
SB-1560,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,generation,word family,calque-russianism,high,R2 A/B reconciliation (union-defect roster),культурні стосунки,,покоління,"Група людей, які народилися в певний період років і члени якої можуть мати культурні стосунки один з одним.",definitionUa,"Група людей, народжених приблизно в один період і сформованих спільними історичними та культурними умовами.",,"Група людей, народжених приблизно в один період і сформованих спільними історичними та культурними умовами.",definitionUa,definitionUa,6fbb0da1c766538de9f5647ee1ef84280482d3b12afa1d427568acc009ed09b2,"«певний період років» and «культурні стосунки» are literal, unidiomatic renderings — the calque is confirmed.",high,
SB-1563,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,medical,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),Про медичну практику,,медичний,Про медичну практику або пов’язану з нею.,definitionUa,Пов’язаний із медициною або медичною практикою.,,Пов’язаний із медициною або медичною практикою.,definitionUa,definitionUa,34b9fa4dce29fd35f76dcc253422983572b8c637fd838e500c5bebd96adb84a1,the definition begins with a «Про» noun construction and then uses feminine agreement instead of defining the adjective — confirmed.,high,
SB-1570,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,perspective,word family,semantic-pedagogical,high,Codex seed-20260914 blinded acceptance challenge,Perspective is incorrectly reduced to the choice of one angle rather than a viewpoint or way of understanding.,"The recorded defect is the false restriction of perspective to the choice of one angle/viewpoint. Remove only Вибір єдиного, leaving the remainder of the frozen definition intact. Do not opportunistically rewrite the later verbs because they were not part of the recorded defect.",перспектива,"Вибір єдиного ракурсу або точки зору, з якої можна відчути, класифікувати, виміряти або кодифікувати досвід.",,,,"Ракурс або точка зору, з якої можна відчути, класифікувати, виміряти або кодифікувати досвід.",definitionUa,definitionUa,30c45c6ba44bd6784bcb875b833ed648a4256c69e74e0fff8b4f17b4a15e075a,,high,Вибір єдиного ракурсу або точки зору
SB-1585,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,abstract,word family,semantic-pedagogical,high,Codex seed-20260914 blinded acceptance challenge,"Academic abstract is defined with 'Скорочення' (abbreviation/shortening), not a concise summary; the wording misleads.",Скорочення denotes abbreviation/shortening and is misleading for an academic abstract. Replace only that noun with Короткий виклад; preserve або підсумок більшої публікації.,анотація,Скорочення або підсумок більшої публікації.,,,,Короткий виклад або підсумок більшої публікації.,definitionUa,definitionUa,abb4d5114ab3086fea69f427628ce826d4f38514a6440bdb2770c3e4af156dc2,,high,Скорочення
SB-1590,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,attached,word family,pos-morphology,medium,Codex seed-20260914 blinded acceptance challenge,Attached is rendered with impersonal/present 'додається' and then mixed adjective/past-verb forms 'Підключений; приєднався'.,"This is the approved genuine two-field case. The frozen ua=додається is an impersonal/present-reflexive form, while the definition mixes adjective Підключений with finite past приєднався. Both learner-facing fields participate in the accepted POS/morphology defect. Normalize both to participial/adjectival forms matching attached. This row is the reason the explicit proposed_ua / proposed_definitionUa schema was approved.",додається,Підключений; приєднався.,,,прикріплений; приєднаний,Прикріплений або приєднаний до чогось.,ua|definitionUa,ua|definitionUa,d6d1c22bcb7bcc9b06c7fbd64c7179c548628a87ad9e4afe791b705c3c6cfc31,,high,додається
SB-1594,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,capable,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),наявність бажання щось зробити,,здатний,"Умілий та ефективний; наявність здібностей, необхідних для конкретного завдання; наявність бажання щось зробити; дозволяти або бути сприйнятливим до чогось.",definitionUa,"Такий, що має потрібні здібності або спроможний виконати певне завдання.",,"Такий, що має потрібні здібності або спроможний виконати певне завдання.",definitionUa,definitionUa,deecd3ba3363d6c46b0a58e37dd101972eb7ec549c7849e2388e47e8545bd84a,the definition uses noun phrases and wrongly treats willingness as part of being capable — semantic defect confirmed.,high,
SB-1603,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,federal,word family,calque-russianism,high,R2 A/B reconciliation (union-defect roster),Відноситься до рівня національного уряду,,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",definitionUa,Пов’язаний із федеральним або загальнонаціональним рівнем влади у федерації.,,Пов’язаний із федеральним або загальнонаціональним рівнем влади у федерації.,definitionUa,definitionUa,874b9592f4c3ab2125513789eb8150b08b754dabd5759534257a4db67648e6a6,«Відноситься до» is a Russian-influenced calque — confirmed.,high,
SB-1613,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,input,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),мають намір формувати,,введення,"Дані, що вводяться в процес, мають намір формувати чи впливати на результат цього процесу.",definitionUa,"Дані або ресурси, що надходять у процес і впливають на його результат.",,"Дані або ресурси, що надходять у процес і впливають на його результат.",definitionUa,definitionUa,cc91d1b1b606578ac829dd1fef6b68b925f695a8584cbf69569ef123612a6000,data cannot «мати намір»; the literal construction wrongly assigns intention to input — confirmed.,high,
SB-1617,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,lecture,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),експозиція,,лекція,"Розмовний урок або експозиція, як правило, для групи.",definitionUa,Усний навчальний виклад або виступ перед групою слухачів.,,Усний навчальний виклад або виступ перед групою слухачів.,definitionUa,definitionUa,ec8e9b743545e78edbffe6e2fef3a164ce022c451919d5319630b83f95054688,«експозиція» is a false friend here; a lecture is an oral presentation or lesson — semantic defect confirmed.,high,
SB-1630,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,adults,word family,pos-morphology,high,Codex seed-20260914 blinded acceptance challenge,Plural adults/дорослі is defined with singular 'Особа'.,"The entry and gloss are plural while the definition is singular. Change only the singular noun/pronoun agreement to plural Особи, які; preserve досягли повноліття.",дорослі,"Особа, яка досягла повноліття.",,,,"Особи, які досягли повноліття.",definitionUa,definitionUa,9b4633614932860e9dd25629b00ae88986a7e27916abd8eb393a9f1b0e25a151,,high,"Особа, яка"
SB-1633,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,chemical,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),пов'язаної з нею,,хімічний,З хімії або пов'язаної з нею.,definitionUa,Пов’язаний із хімією або хімічними речовинами.,,Пов’язаний із хімією або хімічними речовинами.,definitionUa,definitionUa,435ea8ac3276ec5f25c9b343e673719f66ed616b1847bba6945a48ba31b0fe6f,«З хімії або пов’язаної з нею» is a feminine-agreeing fragment for the masculine adjective — confirmed.,high,
SB-1635,A,part1-floor,docs/G4A_RESIDUAL_AUDIT_R2_INTAKE.csv,comprehensive,word family,pos-morphology-mismatch,high,R1-listed defect; severity normalized to P1 by Codex acceptance review,Adjective 'comprehensive' defined with finite verb 'покриває' (3sg 'covers'); should be adjectival.,,комплексний,Широко або повністю покриває; включаючи велику частку чогось.,definitionUa,"Такий, що охоплює всі або майже всі аспекти чогось; всебічний.",,"Такий, що охоплює всі або майже всі аспекти чогось; всебічний.",definitionUa,definitionUa,74ecf8ba9d7f1155810542c368eed634d6e9c12b8f34711eb0d224b0babd8905,,high,
SB-1638,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,converted,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),змінилася форма чи функція,,перетворений,змінилася форма чи функція тощо.,definitionUa,"Перетворений на іншу форму, функцію або систему.",,"Перетворений на іншу форму, функцію або систему.",definitionUa,definitionUa,8d74a462984711416c7da67cb96ceb82a49f09f2ad71af821de51811d4a378c8,lowercase feminine-past «змінилася» does not align with the participle converted — confirmed.,high,
SB-1650,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,grade,word family,ua-definition-consistency,high,R2 A/B reconciliation (union-defect roster),Виконання тесту,,клас,"Виконання тесту чи іншого оцінювання, виражене цифрою, літерою чи іншим символом; оцінка.",both,"ua: оцінка | definitionUa: Результат оцінювання, виражений числом, літерою чи іншим символом.",оцінка,"Результат оцінювання, виражений числом, літерою чи іншим символом.",ua|definitionUa,ua|definitionUa,cb211489602a08976a8fbe5fc585e13afb9e5cb6b131cf7bff9405073f3241cf,ua «клас» conflicts with the definition's assessment-mark sense — ua↔definition inconsistency confirmed.,high,
SB-1653,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,identical,word family,number-agreement,high,R2 A/B reconciliation (union-defect roster),Маючи повну схожість,,однакові,"Маючи повну схожість, маючи абсолютно однаковий набір характеристик; нерозрізнений.",both,ua: однаковий; ідентичний | definitionUa: Цілком такий самий за всіма істотними ознаками.,однаковий; ідентичний,Цілком такий самий за всіма істотними ознаками.,ua|definitionUa,ua|definitionUa,1c066a32496dccf9de47e9e654ed0079fc5253a6f5fa998492c38627b292df40,plural ua «однакові» and the participial definition do not align with the singular adjective identical — confirmed.,high,
SB-1661,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK3.csv,phenomenon,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),факт чи подія цього,,явище,"Річ або істота, подія або процес, що сприймаються органами чуття; або факт чи подія цього.",definitionUa,"Подія, факт або процес, які можна спостерігати чи досліджувати.",,"Подія, факт або процес, які можна спостерігати чи досліджувати.",definitionUa,definitionUa,8a587d1cb9366e496a9f5c39ae9bbee0840c11f0595e0e8a5361068572c8b8fd,the ending «факт чи подія цього» is grammatically meaningless — confirmed.,high,
SB-1665,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,quotation,word family,calque-russianism,high,R2 A/B reconciliation (union-defect roster),Фрагмент людського виразу,,цитата,"Фрагмент людського виразу, який повторює хтось інший, наприклад, з літератури чи відомої промови.",definitionUa,Точне відтворення слів іншої людини або уривка з тексту.,,Точне відтворення слів іншої людини або уривка з тексту.,definitionUa,definitionUa,0b7a76a4788eb0b265124c4a513a24c5305d8c03961cbf25387943dfc501212c,"«Фрагмент людського виразу» is a literal, unidiomatic rendering of someone's words — the calque is confirmed.",high,
SB-1668,A,part1-floor,docs/G4A_R2_SUPPLEMENTAL_PROPOSALS.csv,submitted,word family,pos-morphology,high,Codex seed-20260914 blinded acceptance challenge,Submitted is rendered as impersonal 'подано' but defined by active infinitives 'Внести або винести'.,"The accepted gloss подано is an impersonal result form while the frozen definition uses active infinitives. Convert only the two leading infinitives to the corresponding impersonal result forms Внесено або винесено, preserving the remainder.",подано,"Внести або винести на затвердження, розгляд, відмітку тощо.",,,,"Внесено або винесено на затвердження, розгляд, відмітку тощо.",definitionUa,definitionUa,5552fee9974ab22e92266689ab8c11e9db4b935b42c0dd2aa1fbe7f421799d7d,,high,Внести або винести
SB-1669,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,survive,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),"Про людину, продовжувати жити",,вижити,"Про людину, продовжувати жити; залишитися живим.",definitionUa,Залишатися живим після небезпеки; також продовжувати існувати.,,Залишатися живим після небезпеки; також продовжувати існувати.,definitionUa,definitionUa,c84bc6a4805740c57a9b6918ce45651a87b9fcb0d83da5cb7051b1d4417533c9,"«Про людину, продовжувати жити» is a broken construction that also over-narrows survive to persons — confirmed.",high,
SB-1677,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,accompanied,word family,pos-alignment,high,R2 A/B reconciliation (union-defect roster),Наявність супроводу,,у супроводі,Наявність супроводу; бути частиною групи щонайменше з двох.,both,"ua: супроводжуваний; у супроводі | definitionUa: Такий, що прибув або відбувся разом із кимось чи чимось.",супроводжуваний; у супроводі,"Такий, що прибув або відбувся разом із кимось чи чимось.",ua|definitionUa,ua|definitionUa,2bc20ad4c1921ac37cfc71cbceaf8d5e1848fe6dc405335e2e0e13327becb656,prepositional ua «у супроводі» and the noun/infinitive definition do not align with accompanied — confirmed.,high,
SB-1690,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK2.csv,displacement,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),постановка з місця,,переміщення,Акт витіснення або стан витіснення; постановка з місця.,definitionUa,Переміщення з попереднього місця або витіснення; також відстань такого переміщення.,,Переміщення з попереднього місця або витіснення; також відстань такого переміщення.,definitionUa,definitionUa,43a47e0047ffca32dfbe99dab58f43d263afe1f4d4e6bdccab081e45c8132a07,"«постановка з місця» is a false, unidiomatic rendering of displacement — confirmed.",high,
SB-1692,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,eventually,word family,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),серія проблем,,зрештою,"Зрештою; пізніше, особливо після тривалого часу, серія проблем, боротьби, затримок або невдач.",definitionUa,"Зрештою, особливо після тривалого часу, серії проблем, затримок або невдач.",,"Зрештою, особливо після тривалого часу, серії проблем, затримок або невдач.",definitionUa,definitionUa,1d8d9c596e23af788457db96a130cd9a5f84d056b382d38e92571855765986b7,nominative «серія» after «після» should be genitive «серії» — the case error is confirmed.,high,
SB-1695,A,part1-floor,docs/G4A_RESIDUAL_AUDIT_R2_INTAKE.csv,guidelines,word family,pos-morphology-mismatch,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,Plural headword 'guidelines' glossed with singular 'правило/принцип'; number mismatch.,,настанови,"Неконкретне правило або принцип, який забезпечує напрямок дій або поведінки.",definitionUa,"Загальні правила, принципи або рекомендації, що спрямовують дії чи поведінку.",,"Загальні правила, принципи або рекомендації, що спрямовують дії чи поведінку.",definitionUa,definitionUa,619aa5d809a6138835e9550c133eab76909b0b9de7a7f2b371dd09b827bb73df,,medium,
SB-1697,A,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,implicit,word family,semantic-fidelity,high,R2 A/B reconciliation (union-defect roster),Пропонується опосередковано,,неявний,"Пропонується опосередковано, без прямого вираження.",definitionUa,Мається на увазі без прямого висловлення.,,Мається на увазі без прямого висловлення.,definitionUa,definitionUa,1ea7aa353c8b69d49eace82dbdb4600de4235d92245c1798f206d4a00672a167,"«Пропонується опосередковано» renders 'implied' as 'is proposed/offered', a false sense of implicit — confirmed over Pass B's clean.",high,
SB-1707,A,part1-floor,docs/G4A_RESIDUAL_AUDIT_R2_INTAKE.csv,prospect,word family,pos-morphology-mismatch,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,Singular 'prospect' defined with plural 'Потенційні речі'; number/morphology mismatch.,,перспектива,"Потенційні речі, які можуть статися, часто сприятливі.",definitionUa,"Можливість або очікування майбутньої події, часто сприятливої.",,"Можливість або очікування майбутньої події, часто сприятливої.",definitionUa,definitionUa,2f0faa121d7200fba60dd7bb82ce2dfc9c73f1c36d3ce2b3a0444e52c7e1ea0a,,medium,
SB-1709,B,r2-reconciliation,docs/G4A_R2_RECON_CHUNK1.csv,reinforced,word family,tense-alignment,high,R2 A/B reconciliation (union-defect roster),Був або містить підкріплення,,посилений,Був або містить підкріплення.,definitionUa,"Посилений додатковою опорою, матеріалом або аргументом.",,"Посилений додатковою опорою, матеріалом або аргументом.",definitionUa,definitionUa,c4708bc31c250826e13966d3a39346bc7bfb1afd757af378e27c8c6204dc67d9,«Був або містить» mixes past and present tense against the participle reinforced — the tense misalignment is confirmed.,high,
