id,word,pos,ua,definitionUa,disposition,category,evidence,confidence,provenance,proposed_target,proposed_value
SB-1508,hypothesis,word family,гіпотеза,"Попереднє припущення, що пояснює спостереження, явище чи наукову проблему, яке можна перевірити шляхом подальших спостережень, досліджень або експериментів.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1509,implications,word family,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1510,imposed,word family,нав'язаний,викладено авторитетно як обов'язкові,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1511,internal,word family,внутрішній,З або розташована всередині.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1513,job,word family,робота,завдання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1515,mechanism,word family,механізм,"Будь-який механічний засіб для перетворення або керування рухом, або передачі чи керування потужністю.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1516,obvious,word family,очевидний,"Легко відкрити, побачити або зрозуміти; зрозумілий сам за себе.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1518,option,word family,варіант,"Один із набору варіантів, які можна зробити.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1520,overall,word family,в цілому,Загалом; з урахуванням усього.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1521,parallel,word family,паралельний,У всіх точках однаково віддалені один від одного.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1522,parameters,word family,параметри,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1523,phase,word family,фаза,"Визначна частина послідовності або циклу, що відбувається з часом.",P1,semantic-pedagogical,"'Визначна частина' means a notable/prominent part, not a distinct stage or phase.",high,Codex seed-20260914 blinded acceptance challenge,,
SB-1524,predicted,word family,передбачив,відомо заздалегідь,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1525,prior,word family,попередній,"Прихід раніше за порядком або часом; раніше, колишній, попередній.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1527,project,word family,проект,"Запланована спроба, як правило, з конкретною метою, яка виконується в кілька кроків або етапів.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1530,retained,word family,зберігається,"продовжується у вашому зберіганні, використанні чи пам’яті",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1532,statistics,word family,статистика,"Систематичний збір даних вимірювань або спостережень, часто пов’язаних із демографічною інформацією, такою як підрахунок населення, доходи, підрахунок населення в різному віці тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1533,status,word family,статус,"Стан, положення або становище людини відносно інших.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1534,stress,word family,стрес,"Емоційний тиск, який відчуває людина чи інша тварина.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1536,sum,word family,сума,"Величина, отримана додаванням або агрегацією.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1539,academic,word family,академічний,"Належність до академії чи іншого вищого навчального закладу, наукового товариства чи організації.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1540,alter,word family,змінювати,Щоб змінити форму або структуру.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1542,capacity,word family,місткість,"Здатність утримувати, приймати або поглинати.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1544,clause,word family,пункт,"Група слів, яка містить підмет і дієслово; це може бути частиною речення або може становити все речення, залежно від синтаксису в кожному випадку.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1545,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1546,conflict,word family,конфлікт,"Зіткнення або розбіжності, часто насильницькі, між двома чи більше протиборчими групами чи особами.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1547,contact,word family,контакт,Встановлення зв'язку (з).,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1552,entities,word family,сутності,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1554,evolution,word family,еволюція,Процес розвитку.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1555,expansion,word family,розширення,"Дія, процес або випадок розширення.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1557,external,word family,зовнішній,Поза чим-небудь; на зовнішній вигляд.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1558,fundamental,word family,фундаментальний,Основний; надзвичайно важливо.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1559,generated,word family,створений,Приводити в життя; породжувати.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1560,generation,word family,покоління,"Група людей, які народилися в певний період років і члени якої можуть мати культурні стосунки один з одним.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1561,image,word family,зображення,Візуальне чи інше зображення зовнішньої форми чогось у мистецтві.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1562,licence,word family,ліцензія,"Офіційний дозвіл на певну діяльність, володіння або використання чогось.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1563,medical,word family,медичний,Про медичну практику або пов’язану з нею.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1564,mental,word family,психічний,Що стосується розуму чи конкретно повної емоційної та інтелектуальної реакції індивіда на зовнішню реальність.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1565,modified,word family,змінений,змінений; змінено,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1566,monitoring,word family,моніторинг,"Здійснення спостереження за навколишнім середовищем чи людьми або безперервне чи регулярне спостереження за ними з метою виявлення сигналів, рухів або змін стану чи якості.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1568,notion,word family,поняття,"Ментальне сприйняття всього, що можна знати, думати або уявляти; ідея, концепція.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1570,perspective,word family,перспектива,"Вибір єдиного ракурсу або точки зору, з якої можна відчути, класифікувати, виміряти або кодифікувати досвід.",P1,semantic-pedagogical,Perspective is incorrectly reduced to the choice of one angle rather than a viewpoint or way of understanding.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1573,psychology,word family,психологія,Вивчення людського розуму.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1575,rejected,word family,відхилено,Відхилений або не прийнятий після розгляду.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1576,revenue,word family,дохід,"Загальний дохід, отриманий із певного джерела.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1579,target,word family,мета,Ціль або завдання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1580,transition,word family,перехід,"Процес зміни однієї форми, стану, стилю чи місця в інше.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1582,version,word family,версія,Певна форма або варіація чогось.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1585,abstract,word family,анотація,Скорочення або підсумок більшої публікації.,P1,semantic-pedagogical,"Academic abstract is defined with 'Скорочення' (abbreviation/shortening), not a concise summary; the wording misleads.",high,Codex seed-20260914 blinded acceptance challenge,,
SB-1590,attached,word family,додається,Підключений; приєднався.,P1,pos-morphology,Attached is rendered with impersonal/present 'додається' and then mixed adjective/past-verb forms 'Підключений; приєднався'.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1591,author,word family,автор,"Автор або творець твору, особливо літературного твору; або один із творців спільного твору.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1593,brief,word family,короткий,Короткочасний; відбувається швидко.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1594,capable,word family,здатний,"Умілий та ефективний; наявність здібностей, необхідних для конкретного завдання; наявність бажання щось зробити; дозволяти або бути сприйнятливим до чогось.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1597,diversity,word family,різноманітність,Якість різноманітності або відмінності; відмінність чи несхожість.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1598,edition,word family,видання,"Повна кількість примірників твору, надрукованого та виданого за один раз.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1599,enhanced,word family,посилений,"У версії або формі, яка була вдосконалена або краща за іншу стандартну форму.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1601,exceed,word family,перевищувати,Виходити за (якусь межу); перевершити; бути довшим ніж.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1602,expert,word family,експерт,Людина з широкими знаннями або здібностями в певній темі.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1603,federal,word family,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1606,gender,word family,стать,"Ідентифікація як чоловіка, жінки чи чогось іншого та асоціація з (соціальною) роллю або набором поведінкових і культурних рис, одягу тощо; категорія, до якої за цією ознакою належить особа.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1608,incentive,word family,стимул,"Щось, що мотивує, збуджує або заохочує.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1610,index,word family,індекс,Алфавітний список предметів і їх розташування.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1613,input,word family,введення,"Дані, що вводяться в процес, мають намір формувати чи впливати на результат цього процесу.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1614,instructions,word family,інструкції,"Вказівки, які пояснюють, що або як потрібно зробити.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1615,intelligence,word family,інтелект,"Здатність розуму, особливо розуміти принципи, істини, факти чи значення, здобувати знання та застосовувати їх на практиці; здатність осягати і вчитися;",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1617,lecture,word family,лекція,"Розмовний урок або експозиція, як правило, для групи.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1618,minimum,word family,мінімум,Найменша сума.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1619,motivation,word family,мотивація,Стимул або причина щось робити.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1622,overseas,word family,за кордоном,"За кордон, особливо за море.",P2,semantic-scope,Only directional 'за кордон' is represented; locative 'за кордоном' and overseas-across-the-sea use are not distinguished.,medium,Codex seed-20260914 blinded acceptance challenge,,
SB-1623,preceding,word family,попередній,"Відбувається до або перед чимось іншим, у часі, місці, ранзі чи послідовності.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1627,subsidiary,word family,дочірнє підприємство,"Компанія, що належить материнській компанії або холдинговій компанії, також називається дочірньою компанією або дочірньою компанією.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1628,tapes,word family,стрічки,Гнучкий матеріал в рулоні з липкою поверхнею з одного або обох боків; липка стрічка.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1630,adults,word family,дорослі,"Особа, яка досягла повноліття.",P1,pos-morphology,Plural adults/дорослі is defined with singular 'Особа'.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1633,chemical,word family,хімічний,З хімії або пов'язаної з нею.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1635,comprehensive,word family,комплексний,Широко або повністю покриває; включаючи велику частку чогось.,P1,pos-morphology-mismatch,Adjective 'comprehensive' defined with finite verb 'покриває' (3sg 'covers'); should be adjectival.,high,R1-listed defect; severity normalized to P1 by Codex acceptance review,definitionUa,"Такий, що охоплює всі або майже всі аспекти чогось; всебічний."
SB-1637,confirmed,word family,підтверджено,Перевірено або ратифіковано.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1638,converted,word family,перетворений,змінилася форма чи функція тощо.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1639,couple,word family,пара,Два партнери в романтичних або сексуальних стосунках.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1640,decades,word family,десятиліть,Періоди тривалістю по десять років.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1641,definite,word family,певний,Без жодних сумнівів.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1642,deny,word family,заперечувати,"Стверджувати, що щось неправда.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1644,eliminate,word family,ліквідувати,"Повністю прибрати, позбутися, покінчити.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1645,equipment,word family,обладнання,"Будь-які предмети, які використовуються для спорядження чогось або когось, наприклад речі, необхідні для експедиції чи плавання.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1646,file,word family,файл,"Збірка документів, зібраних і архівованих разом.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1647,finite,word family,кінцевий,"Такий, що має визначену межу, кінець або обмежену кількість.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1648,foundation,word family,основа,"Те, на чому все засновано; те, на чому що-небудь стоїть і чим воно підтримується; нижній і опорний шар надбудови; підбудова.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1649,global,word family,глобальний,Щодо всіх частин світу.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1650,grade,word family,клас,"Виконання тесту чи іншого оцінювання, виражене цифрою, літерою чи іншим символом; оцінка.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1651,guarantee,word family,гарантія,"Все, що забезпечує певний результат.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1652,hierarchical,word family,ієрархічний,Що стосується ієрархії.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1653,identical,word family,однакові,"Маючи повну схожість, маючи абсолютно однаковий набір характеристик; нерозрізнений.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1658,media,word family,ЗМІ,Засоби та інститути публікації та трансляції інформації.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1660,paradigm,word family,парадигма,"Зразок, спосіб виконання чогось; особливо модель мислення, система вірувань, концептуальна основа.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1661,phenomenon,word family,явище,"Річ або істота, подія або процес, що сприймаються органами чуття; або факт чи подія цього.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1662,priority,word family,пріоритет,Відносна важливість елемента.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1663,prohibited,word family,заборонено,Заборонено; заборонений; недозволено.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1664,publication,word family,публікація,Акт видання друкованого чи іншого видання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1665,quotation,word family,цитата,"Фрагмент людського виразу, який повторює хтось інший, наприклад, з літератури чи відомої промови.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1667,somewhat,word family,дещо,В обмеженій мірі або ступені; не повністю.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1668,submitted,word family,подано,"Внести або винести на затвердження, розгляд, відмітку тощо.",P1,pos-morphology,Submitted is rendered as impersonal 'подано' but defined by active infinitives 'Внести або винести'.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1669,survive,word family,вижити,"Про людину, продовжувати жити; залишитися живим.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1670,thesis,word family,теза,"Розгорнута наукова робота або основне твердження, яке автор обґрунтовує доказами.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1672,ultimately,word family,зрештою,Зрештою; нарешті.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1675,voluntary,word family,добровільний,"Робиться, дається або діє за власним бажанням.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1677,accompanied,word family,у супроводі,Наявність супроводу; бути частиною групи щонайменше з двох.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1678,ambiguous,word family,неоднозначний,Відкритий для багатьох інтерпретацій.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1680,automatically,word family,автоматично,Автоматичним способом.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1683,conformity,word family,відповідність,"Стан відповідності, дотримання набору правил, норми чи стандарту.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1686,currency,word family,валюта,"Гроші чи інші предмети, які використовуються для здійснення операцій.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1688,detected,word family,виявлено,Будучи поміченим.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1690,displacement,word family,переміщення,Акт витіснення або стан витіснення; постановка з місця.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1692,eventually,word family,зрештою,"Зрештою; пізніше, особливо після тривалого часу, серія проблем, боротьби, затримок або невдач.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1695,guidelines,word family,настанови,"Неконкретне правило або принцип, який забезпечує напрямок дій або поведінки.",P1,pos-morphology-mismatch,Plural headword 'guidelines' glossed with singular 'правило/принцип'; number mismatch.,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,definitionUa,"Загальні правила, принципи або рекомендації, що спрямовують дії чи поведінку."
SB-1697,implicit,word family,неявний,"Пропонується опосередковано, без прямого вираження.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1699,inevitably,word family,неминуче,"Таким чином, якого неможливо уникнути або запобігти.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1700,infrastructure,word family,інфраструктура,"Об’єкти, послуги та обладнання, необхідні для функціонування спільноти чи суспільства.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1701,minimised,word family,зведений до мінімуму,"Зменшений до найнижчого можливого рівня, кількості або ступеня.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1705,plus,word family,плюс,Позитивна величина.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1707,prospect,word family,перспектива,"Потенційні речі, які можуть статися, часто сприятливі.",P1,pos-morphology-mismatch,Singular 'prospect' defined with plural 'Потенційні речі'; number/morphology mismatch.,medium,R1-listed defect; severity normalized to P1 by Codex acceptance review,definitionUa,"Можливість або очікування майбутньої події, часто сприятливої."
